source,target,annotation
Other people should not be told without the person 's permission even though they are his or her family or relatives .,Other people should not be told without the person 's permission even if they are their family or,A 12 13|||Trans|||if|||REQUIRED|||-NONE-|||0; A 15 18|||Pref|||their|||REQUIRED|||-NONE-|||0; A 18 20|||Rloc-||||||REQUIRED|||-NONE-|||0
The government should set the law to protect this kind of privacy .,The government should set a law to protect this kind of privacy .,A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
Once people 's genetic information is told to other people .,Once people 's genetic information is told to other people .,NONE
They may know the person 's potential disabled disease or other bad things naturally .,They may know about the person 's disabling disabled disease or naturally .,A 3 3|||Prep|||about|||REQUIRED|||-NONE-|||0; A 7 8|||Wform|||disabling|||REQUIRED|||-NONE-|||0; A 11 14|||Um||||||REQUIRED|||-NONE-|||0
They may set a bias on this person even abandon his or her .,They may become bias biased against the even or abandon them .,A 2 3|||Wci|||become|||REQUIRED|||-NONE-|||0; A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 4 5|||Wform|||biased|||REQUIRED|||-NONE-|||0; A 5 6|||Prep|||against|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 8|||Trans|||or|||REQUIRED|||-NONE-|||0; A 10 13|||Pref|||them|||REQUIRED|||-NONE-|||0
"People do not have the ability to choose their gene , they should not be thought badly because of bad gene .",People do not have the ability to choose their genes . they They not be thought badly because of of bad genes .,A 9 11|||Nn|||genes .|||REQUIRED|||-NONE-|||0; A 11 12|||Srun|||They|||REQUIRED|||-NONE-|||0; A 17 17|||Prep|||of|||REQUIRED|||-NONE-|||0; A 20 21|||Nn|||genes|||REQUIRED|||-NONE-|||0
"So I think whatever the genetic is or whether the gene is match with their parents , it should not be told to anyone even his or her family or relatives .","So I think whatever the genetic are is or whether genes are a is match with their parents , it should not be told not their even his family or relatives .","A 6 6|||Others|||results|||REQUIRED|||-NONE-|||0; A 6 7|||SVA|||are|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||genes|||REQUIRED|||-NONE-|||0; A 11 12|||SVA|||are|||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 24 24|||Mec|||,|||REQUIRED|||-NONE-|||0; A 24 24|||Others|||not|||REQUIRED|||-NONE-|||0; A 25 28|||Pref|||their|||REQUIRED|||-NONE-|||0; A 28 30|||Rloc-||||||REQUIRED|||-NONE-|||0"
"Secondly , the carrier of a known genetic risk may destroy the peace of a family even broken the relation between children with the adult .","Secondly , a carrier of a known genetic risk may destroy the family harmony even broken the and destroy between relationship with the and their parents",A 2 3|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 12 16|||WOadv|||family harmony|||REQUIRED|||-NONE-|||0; A 16 16|||Trans|||and|||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||destroy|||REQUIRED|||-NONE-|||0; A 19 20|||Wform|||relationship|||REQUIRED|||-NONE-|||0; A 22 23|||Trans|||and|||REQUIRED|||-NONE-|||0; A 23 24|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||parents|||REQUIRED|||-NONE-|||0
Once his or her family or relatives know that the person does not have the relation with them .,Once their family or that the person does not,A 1 4|||Pref|||their|||REQUIRED|||-NONE-|||0; A 4 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 18|||Um||||||REQUIRED|||-NONE-|||0
"However happy they were before , there would be some barrier appears which will truly destroy the family gradually .","However happy they were before , some barrier appears which will would appear destroy would gradually gradually .",A 6 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Vm|||would appear|||REQUIRED|||-NONE-|||0; A 13 14|||Vm|||would|||REQUIRED|||-NONE-|||0; A 14 15|||Rloc-||||||REQUIRED|||-NONE-|||0; A 15 15|||WOadv|||gradually|||REQUIRED|||-NONE-|||0; A 18 19|||WOadv||||||REQUIRED|||-NONE-|||0
The relationship between the parents and their children should not be tested only in the genetic way ; it is something much deeper and tighter .,The relationship between parents and their children should not be tested based in on way genetics is something much deeper and tighter .,A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||based|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||on|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Wform|||genetics|||REQUIRED|||-NONE-|||0; A 16 17|||Rloc-||||||REQUIRED|||-NONE-|||0
"The parents give knowledge and love to the children , meanwhile they feel happy with the accompany of the children .","The parents give knowledge and love to their children , and meanwhile they feel happy with company accompany their the children .",A 7 8|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 10 10|||Trans|||and|||REQUIRED|||-NONE-|||0; A 16 17|||Wform|||company|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0
The children rely the parent to live .,The children rely their parents parent to live .,A 3 3|||Prep|||on|||REQUIRED|||-NONE-|||0; A 3 4|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||parents|||REQUIRED|||-NONE-|||0
"When they grow up , they take care of the old parents and thank for their dedication .","When they grow up , they will take care their eldery old parents and them thank for their dedication .",A 6 6|||Vm|||will|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 10 11|||Wform|||eldery|||REQUIRED|||-NONE-|||0; A 14 14|||Pref|||them|||REQUIRED|||-NONE-|||0
The relation between parents and children is something about love and dedication .,The relationship between parents and their children something about love and dedication .,A 1 2|||Wform|||relationship|||REQUIRED|||-NONE-|||0; A 5 5|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0
Everyone does not want to see the scene of the broken family due to the carrier of a known genetic risk .,No one want to wants the scene of the broken a due to because of a a known genetic risk .,A 0 3|||Wci|||No one|||REQUIRED|||-NONE-|||0; A 3 4|||SVA|||wants|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||because|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||of|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"Therefore , I think a known genetic risk should not be obligated to tell his or her family or relatives without the person 's permission .","Therefore , I think a a person with known genetic risk should not be obligated their or her relatives without the",A 5 5|||Others|||person with|||REQUIRED|||-NONE-|||0; A 5 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 14 17|||Pref|||their|||REQUIRED|||-NONE-|||0; A 17 19|||Rloc-||||||REQUIRED|||-NONE-|||0; A 20 25|||Rloc-||||||REQUIRED|||-NONE-|||0
"Finally , the technology of testing the gene is not very mature now .","Finally , the technology of gene testing is not very mature now advanced yet",A 5 8|||WOinc|||gene testing|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||advanced|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||yet|||REQUIRED|||-NONE-|||0
There also exists some probability of wrong testing .,also probability of Some testing . inaccurate also exists,A 0 1|||Rloc-||||||REQUIRED|||-NONE-|||0; A 1 3|||WOinc||||||REQUIRED|||-NONE-|||0; A 3 4|||Mec|||Some|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||inaccurate|||REQUIRED|||-NONE-|||0; A 8 8|||WOinc|||also exists|||REQUIRED|||-NONE-|||0
"If the wrong testing was not found by the doctor , the family and the children may be sad and have a struggling life for their whole life .","If the inaccurate testing was not noticed by the doctor , the family and the children may be unhappy and a life struggle whole life . lives",A 2 3|||Wci|||inaccurate|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||noticed|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||unhappy|||REQUIRED|||-NONE-|||0; A 20 21|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Vform|||struggle|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0; A 27 28|||Nn|||lives|||REQUIRED|||-NONE-|||0
Therefore I think a know genetic risk should not be obligated to tell his or her family or relatives .,Therefore I think a a known know genetic risk should not be obligated to their her family .,A 4 4|||Others|||person with|||REQUIRED|||-NONE-|||0; A 4 5|||ArtOrDet|||a known|||REQUIRED|||-NONE-|||0; A 13 16|||Pref|||their|||REQUIRED|||-NONE-|||0; A 16 18|||Rloc-||||||REQUIRED|||-NONE-|||0
"Therefore , considering the people 's privacy and the existence of wrong testing , for the peace of the family , I support that a know genetic risk should not be obligated to tell his or her family or relatives without the person 's permission .","Therefore , considering people 's privacy and the existence of wrong incorrect , for the peace of the family , I support that a know a known genetic risk should not be obligated to tell their family or the person 's",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||incorrect|||REQUIRED|||-NONE-|||0; A 25 25|||Others|||person with|||REQUIRED|||-NONE-|||0; A 25 26|||ArtOrDet|||a known|||REQUIRED|||-NONE-|||0; A 34 37|||Pref|||their|||REQUIRED|||-NONE-|||0; A 37 39|||Rloc-||||||REQUIRED|||-NONE-|||0; A 40 45|||Rloc-||||||REQUIRED|||-NONE-|||0
A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,NONE
More and more illness are discovered to be related to some genes with the development of the medical technology .,More and more illnesses are being discovered to be related some genes thanks to the development of medical technology .,A 3 4|||Nn|||illnesses|||REQUIRED|||-NONE-|||0; A 5 5|||V0|||being|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||thanks to|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
People will know about whether they carry a disease on their genes after they have done the genetic test .,People will know whether they carry a disease on in genes after they have done the a test .,A 3 4|||Prep||||||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||in|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"If there is no problem , that will be wonderful .","If there is no problem , that would be wonderful .",A 7 8|||Vm|||would|||REQUIRED|||-NONE-|||0
"However , not everybody is so lucky that they can make sure they do not carry any disease genes .","However , not everybody is so lucky that they can be sure they do not carry any genetic diseases .",A 10 11|||Wci|||be|||REQUIRED|||-NONE-|||0; A 17 19|||WOadv|||genetic diseases|||REQUIRED|||-NONE-|||0
"Therefore , once people find they have carried the disease genes , they should be responsible to tell their relatives , at least their family members .","Therefore , once people find that are a carrier the of a genetic disease , they should be responsible to for telling relatives , at least their family immediate members .",A 5 5|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||are a|||REQUIRED|||-NONE-|||0; A 7 8|||Wform|||carrier|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 11|||WOinc|||of a genetic disease|||REQUIRED|||-NONE-|||0; A 16 17|||Prep|||for|||REQUIRED|||-NONE-|||0; A 17 18|||Vform|||telling|||REQUIRED|||-NONE-|||0; A 24 24|||Others|||immediate|||REQUIRED|||-NONE-|||0
It may be awkward and embarrassed for a person to tell relatives that he or she is a carrier of a known genetic risk .,It may be awkward and embarrassing for a person to tell their relatives they she is are carrier of a known genetic risk .,A 5 6|||Wform|||embarrassing|||REQUIRED|||-NONE-|||0; A 11 11|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 13 16|||Pref|||they|||REQUIRED|||-NONE-|||0; A 16 17|||SVA|||are|||REQUIRED|||-NONE-|||0
"But they are all from one family and own the same forefather , then of course they own the same genes in some part .","But if they are all from one family have own the ancestors forefather , then of course will have own the same to in extent part .",A 1 1|||Trans|||if|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||have|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||ancestors|||REQUIRED|||-NONE-|||0; A 17 18|||Vm|||will have|||REQUIRED|||-NONE-|||0; A 21 22|||Prep|||to|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||extent|||REQUIRED|||-NONE-|||0
Therefore there is nothing to be shy for or be afraid of .,Therefore there is nothing to be shy for or be afraid of .,NONE
"If the person tell their relatives that he or she carries a disease gene , his or her relatives can go to hospital to check whether they also get a disease gene .",If the person tells their relatives that they carries a disease gene genetic disease or her their to hospital to check whether they also get a disease gene . have the,A 3 4|||SVA|||tells|||REQUIRED|||-NONE-|||0; A 7 10|||Pref|||they|||REQUIRED|||-NONE-|||0; A 12 14|||WOadv|||genetic disease|||REQUIRED|||-NONE-|||0; A 15 18|||Pref|||their|||REQUIRED|||-NONE-|||0; A 28 29|||Wci|||have|||REQUIRED|||-NONE-|||0; A 29 30|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
Then the relatives can prepare themselves to prevent the disease to occur .,Then the relatives can prepare themselves to prevent the disease from occurring .,A 10 11|||Prep|||from|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||occurring|||REQUIRED|||-NONE-|||0
Also they can prevent the disease going to their offspring .,"Also , they can prevent the passing going to their offspring .","A 1 1|||Mec|||,|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||passing|||REQUIRED|||-NONE-|||0"
"If the relatives carry that disease gene , they can share the experience with him or her and give some help , they will also teach him or her how to communicate with others about this issue .","If the relatives carry the genetic disease , they can share the experience with him them give some help offer they will . They him or her how them others about this issue .",A 4 5|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 5 7|||WOadv|||genetic disease|||REQUIRED|||-NONE-|||0; A 14 17|||Pref|||them|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||offer|||REQUIRED|||-NONE-|||0; A 21 23|||Srun|||. They|||REQUIRED|||-NONE-|||0; A 26 29|||Pref|||them|||REQUIRED|||-NONE-|||0
"If he or her not get married , he or she must tell his or her partner that he carries disease gene .","If they not get , he or she they or her partner that their gene . they carry a genetic disease",A 1 4|||Pref|||they|||REQUIRED|||-NONE-|||0; A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 11|||Pref|||they|||REQUIRED|||-NONE-|||0; A 13 16|||Pref|||their|||REQUIRED|||-NONE-|||0; A 18 19|||Pref|||they|||REQUIRED|||-NONE-|||0; A 19 20|||SVA|||carry|||REQUIRED|||-NONE-|||0; A 20 22|||WOadv|||a genetic disease|||REQUIRED|||-NONE-|||0
Then they can have a healthy baby with the help of the doctors .,Then they can have a healthy baby with the help of doctors .,A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Or else , if he holds back the genetic risk , they may have a unhealthy baby and may cause the death of the baby or end of their marriage .","Or else , if they conceal the genetic risk , they may have a unhealthy baby and which cause the death of the baby or end the of their marriage .",A 4 5|||Pref|||they|||REQUIRED|||-NONE-|||0; A 5 7|||Wci|||conceal|||REQUIRED|||-NONE-|||0; A 17 18|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 26 26|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
There is a story I watched on TV .,There is a story I watched on TV .,NONE
"A couple did not have a child after their marriage for a long time , their parents were anxious about that and asked them to go to hospital to check what was the problem .","A couple did not have a child after their marriage for a long time , and their parents were anxious about that and asked them to go to hospital to check the problem was problem .",A 15 15|||Trans|||and|||REQUIRED|||-NONE-|||0; A 31 34|||WOinc|||the problem was|||REQUIRED|||-NONE-|||0
"After came back from the hospital , the man told his parents that the problem was that he carried a disease gene so that they can not have a baby in their life time .","After they came back from the hospital , the man told his parents that the problem was that he carried genetic disease gene so that they could not have a baby in their lifetime .",A 1 1|||Pref|||they|||REQUIRED|||-NONE-|||0; A 20 22|||WOadv|||genetic disease|||REQUIRED|||-NONE-|||0; A 25 26|||Vm|||could|||REQUIRED|||-NONE-|||0; A 32 34|||Mec|||lifetime|||REQUIRED|||-NONE-|||0
"The woman did not know the test result , but she overheard the talk and decided to divorce with her husband .","The woman did not know the test results , but she overheard the talk and decided to divorce her husband .",A 7 8|||Nn|||results|||REQUIRED|||-NONE-|||0; A 18 19|||Prep||||||REQUIRED|||-NONE-|||0
"After got the divorce certificate , the man showed her the test report ; it wrote that the woman carried the disease gene instead of the man .","After they got the divorce certificate , the man showed her the test report ; said wrote that the woman carried genetic disease gene instead of the man .",A 1 1|||Pref|||they|||REQUIRED|||-NONE-|||0; A 15 16|||Wci|||said|||REQUIRED|||-NONE-|||0; A 21 23|||WOadv|||genetic disease|||REQUIRED|||-NONE-|||0
"At that time , the woman known how much her husband loved her but she ruined her happiness .","At that time , the woman knew how much her husband loved her but she ruined her happiness .",A 6 7|||Vt|||knew|||REQUIRED|||-NONE-|||0
Tears showed nothing .,Tears solved nothing .,A 1 2|||Wci|||solved|||REQUIRED|||-NONE-|||0
"People can not avoid carrying the disease genes , which they born with .","People can not avoid carrying the genetic disease , which they born were with .",A 6 8|||WOadv|||genetic disease|||REQUIRED|||-NONE-|||0; A 11 11|||V0|||were|||REQUIRED|||-NONE-|||0
"However , they can avoid the disease genes being inhered to their children .","However , they can avoid the genetic disease being inhered inherited their children .",A 6 8|||WOadv|||genetic disease|||REQUIRED|||-NONE-|||0; A 9 10|||Mec|||inherited|||REQUIRED|||-NONE-|||0
"By telling their relatives that they may have a risk of carrying the disease gene can make their family members bond closely , also many risks and conflicts can be avoided .","By telling their relatives that they may have a risk of carrying the genetic disease , can they make their family members bond closely , and also many risks and conflicts can be avoided .","A 13 15|||WOadv|||genetic disease ,|||REQUIRED|||-NONE-|||0; A 15 15|||Pref|||they|||REQUIRED|||-NONE-|||0; A 23 23|||Trans|||and|||REQUIRED|||-NONE-|||0"
Genetic testing has become a beneficial way to predict and protect each individual at risk for a disorder .,Genetic testing has become a beneficial way to predict and protect each individual at risk for a disorder .,NONE
"However , there rises a family-related ethical dilemma if it is right to tell a carrier 's family once the test has been conducted and the results are known .","However , there arises a family-related ethical dilemma of whether it is right to tell a carrier 's family once the test has been conducted and the results are known .",A 3 4|||Wform|||arises|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||of|||REQUIRED|||-NONE-|||0; A 9 9|||Trans|||whether|||REQUIRED|||-NONE-|||0
I am most inclined to believe that his or her relatives have the rights to know the result .,I am most inclined to believe that their relatives have the rights to right the result .,A 7 10|||Pref|||their|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||right|||REQUIRED|||-NONE-|||0
"The answer is simply that everyone , especially our family , has the right to know the truth .","The answer is simply that everyone , especially our families , has the right to know the truth .",A 9 10|||Nn|||families|||REQUIRED|||-NONE-|||0
"Though it is said that genetic testing involves emotional and social risks due to the test results , while the potential negative impacts of the risk still exist , the consequence will be significant if other members of his or her family do not know .","Though it is said that genetic testing involves emotional and social risks due to the test results , while the potential negative impacts of the risk still exist , the consequences will be significant if other members of their family do not know .",A 30 31|||Nn|||consequences|||REQUIRED|||-NONE-|||0; A 38 41|||Pref|||their|||REQUIRED|||-NONE-|||0
Then they are unable to have a suitable method to protect themselves and emotional preparations .,Then they are unable to have a suitable method to protect themselves and make emotional preparations .,A 13 13|||V0|||make|||REQUIRED|||-NONE-|||0
"Taking Angeline Jolie for example , she is famous but she still revealed the truth about her genetic testing on the development of her breast cancer risk .",Take Angeline Jolie for example ; she is famous but she still revealed the truth about her genetic testing of the development of her breast cancer risk .,A 0 1|||Vform|||Take|||REQUIRED|||-NONE-|||0; A 5 6|||Mec|||;|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||of|||REQUIRED|||-NONE-|||0
Everything is not that bad if you know how to look at the bright side with hope .,Everything is not so bad if you know how to look on the bright side with hope .,A 3 4|||Wci|||so|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||on|||REQUIRED|||-NONE-|||0
"People may feel angry , depressed , or even guilty about their results .","People may feel angry , depressed , or even guilty about their results .",NONE
"In some cases , a carrier can suffer tension within a family because the result is also related to the others ' risk somehow .","In some cases , a carrier can suffer tension within their family because the result is also related to the others ' risk somehow .",A 10 11|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0
"However , I believe it is just a usual reaction to this situation .","However , I believe that it is just normal usual reaction to this situation .",A 4 4|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||normal|||REQUIRED|||-NONE-|||0
"In addition , though it can be possible in some cases that he or she and the family can undergo specific discrimination in employment and their social life , how people can face more dramatic tragedy such as sickness or death if they can not even overcome this harsh situation .","In addition , though it can be possible in some cases that they and the family their undergo specific discrimination in employment and their social life , how people can can people dramatic tragedy a such as sickness or death if they can not even overcome this harsh situation . ?",A 12 15|||Pref|||they|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 30 32|||WOinc|||can people|||REQUIRED|||-NONE-|||0; A 33 33|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 50 51|||Mec|||?|||REQUIRED|||-NONE-|||0
Life is hard but people can not blame it on being unfair .,Life is hard but people can not blame it for being unfair .,A 9 10|||Prep|||for|||REQUIRED|||-NONE-|||0
It is just because that you do not become strong enough to overcome the hard time .,It is just because you do are become strong enough to overcome the hard time times,A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||are|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||times|||REQUIRED|||-NONE-|||0
"Furthermore , living with a secret is not a good sensation , especially if the situations of other relatives become worse , you should feel guilty and depressed .","Furthermore , living with a secret is not a good sensation . Especially if the situations of other relatives become worse , you should feel guilty and depressed .",A 11 13|||Srun|||. Especially|||REQUIRED|||-NONE-|||0
"Moreover , the truth can not be hidden forever but when it is revealed , more shocking and upset it will be .","Moreover , the truth can not be hidden forever but when it is revealed , the more shocking upsetting upset it will be .",A 15 15|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 18 19|||Spar|||upsetting|||REQUIRED|||-NONE-|||0
"As the result , it is in the interests of the carriers and their relatives , telling the genetic testing result is needed .","As a result , in the interests of the carriers and their relatives , telling the talking about testing result is needed . necessary",A 1 2|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 4 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||talking about|||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||necessary|||REQUIRED|||-NONE-|||0
"Last but not least , though genetic testing is a personal matter , telling the result to your family can improve and develop understanding and sympathy of each other as well as promoting awareness of taking care of everyone 's health .","Last but not least , though genetic testing is a personal matter , telling the result to your family can improve and develop understanding and sympathy of each other , as well as promoting in of taking care of everyone 's health .","A 29 29|||Mec|||,|||REQUIRED|||-NONE-|||0; A 34 35|||Prep|||in|||REQUIRED|||-NONE-|||0"
That plays an important role in the possibility that relatives can overcome the discrimination of the society and anxiety about the risks .,That plays an important role in the possibility that relatives can overcome the discrimination of society and anxiety about the risks .,A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"To put it in the nutshell , I believe that people should have the obligation to tell their relatives about the genetic testing result for the good of their health .","To put it in a nutshell , I believe that people should be obligation obligated tell their relatives about the genetic testing result results the good of their health .",A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||be|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||obligated|||REQUIRED|||-NONE-|||0; A 23 24|||Nn|||results|||REQUIRED|||-NONE-|||0
It can be very difficult for them but necessary for the carriers and their family .,It can be very difficult for them but necessary for the carriers and their family .,NONE
"In addition , emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and if necessary to guide them if he/she wish to conduct a similar genetic testing .","In addition , emotional preparations and the way you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and , if necessary to guide them they he/she wish to conduct a similar test testing .","A 7 8|||Nn|||way|||REQUIRED|||-NONE-|||0; A 30 30|||Mec|||,|||REQUIRED|||-NONE-|||0; A 32 32|||Mec|||,|||REQUIRED|||-NONE-|||0; A 32 33|||Prep||||||REQUIRED|||-NONE-|||0; A 36 37|||Pref|||they|||REQUIRED|||-NONE-|||0; A 43 44|||Wform|||test|||REQUIRED|||-NONE-|||0"
The Impact Of Social Media,The Impact Of Social Media,NONE
Social media has been playing a vital important role in our lives today .,Social media plays a vital important role and in our lives today .,A 2 5|||Vt|||plays|||REQUIRED|||-NONE-|||0; A 7 7|||Trans|||and|||REQUIRED|||-NONE-|||0
It is almost imposible for us to keep way from it .,It is almost imposible for us to keep away from it .,A 8 9|||Wform|||away|||REQUIRED|||-NONE-|||0
"I started invoving into Facebook one years ago,when I just arrived singapore .","I started getting involved in Facebook one year ago , when I had just in Singapore singapore .","A 2 3|||V0|||getting involved|||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||in|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||year|||REQUIRED|||-NONE-|||0; A 7 8|||Mec|||ago , when|||REQUIRED|||-NONE-|||0; A 9 9|||V0|||had|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||in Singapore|||REQUIRED|||-NONE-|||0"
And now I got over 500 friends on Facebook and buried myself with hundrends of seeds every day .,And now I have over 500 friends on Facebook and have buried myself hundreds hundrends seeds every day .,A 3 4|||Wci|||have|||REQUIRED|||-NONE-|||0; A 10 10|||V0|||have|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||hundreds|||REQUIRED|||-NONE-|||0; A 15 16|||Um||||||REQUIRED|||-NONE-|||0
"We know each others ' status , changements and so on through the social media .","We know each others ' statuses , changes , and so on through social media .","A 5 6|||Nn|||statuses|||REQUIRED|||-NONE-|||0; A 7 8|||Wform|||changes ,|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0"
"For an example , if we change our contact numbers , we will not send SMS to each of individual any longer .","For example , if we change our contact numbers , we will not send SMS an to each individual any longer more",A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 15|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 18 19|||Prep||||||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||more|||REQUIRED|||-NONE-|||0
"Instead , we will post a seed and tag our friends to inform this kind of changments .","Instead , we will post a and tag our friends to inform this them about of changments change",A 6 7|||Um||||||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||them about|||REQUIRED|||-NONE-|||0; A 16 17|||Wform|||change|||REQUIRED|||-NONE-|||0
"And if you are not on it , you will just get lost .","And if you are not on it , you will get be .",A 10 11|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||be|||REQUIRED|||-NONE-|||0
"In certain aspects , social media has brought us quite a lot of convenience .","In certain aspects , social media has brought us quite a lot of convenience .",NONE
It is becoming even more convinient than talking throught the phone since it is free .,It is becoming even more convenient than talking through the phone since it is free .,A 5 6|||Mec|||convenient|||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||through|||REQUIRED|||-NONE-|||0
We discuss every thing we like and we have more personal space.Our friends also got more access to know what we are doing and what we like .,We discuss everything we like and we have more personal space.Our space . Our also got have access to know what we are doing and what we like .,A 2 4|||Mec|||everything|||REQUIRED|||-NONE-|||0; A 11 12|||Mec|||space . Our|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||have|||REQUIRED|||-NONE-|||0
"And also , we get a chance to talk to public people like popular stars and know their life better .","And also , we get a chance to talk to public people like popular stars and know their lives better .",A 18 19|||Nn|||lives|||REQUIRED|||-NONE-|||0
"In China , a lot of government organizations have open blogs to communicate with people , like firefighters , police stations and so on .","In China , a lot of government organizations have open blogs to communicate with people , like firefighters , police stations and so on .",NONE
