source,target,annotation
"Last but not least , though genetic testing is a personal matter , telling the result to your family can improve and develop understanding and sympathy of each other as well as promoting awareness of taking care of everyone 's health .","Last but not least , although genetic testing is a personal matter , telling the results to your family can improve and develop understanding and sympathy towards each other as well as promote awareness of take care of everyone 's health .",A 5 6|||Wci|||although|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||results|||REQUIRED|||-NONE-|||0; A 26 27|||Prep|||towards|||REQUIRED|||-NONE-|||0; A 32 33|||Vform|||promote|||REQUIRED|||-NONE-|||0; A 34 34|||Trans|||and|||REQUIRED|||-NONE-|||0; A 34 35|||Prep||||||REQUIRED|||-NONE-|||0; A 35 36|||Vform|||take|||REQUIRED|||-NONE-|||0
That plays an important role in the possibility that relatives can overcome the discrimination of the society and anxiety about the risks .,This plays an important role in the possibility that relatives overcome overcoming of the from anxiety about the risks .,A 0 1|||Pform|||This|||REQUIRED|||-NONE-|||0; A 8 8|||Prep|||of|||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 10 11|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||overcoming|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||from|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"To put it in the nutshell , I believe that people should have the obligation to tell their relatives about the genetic testing result for the good of their health .","To put it in a nutshell , I believe that people should be obligation obliged tell their relatives about the their testing test results the good of their health .",A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||be|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||obliged|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 22 23|||Wform|||test|||REQUIRED|||-NONE-|||0; A 23 24|||Nn|||results|||REQUIRED|||-NONE-|||0
It can be very difficult for them but necessary for the carriers and their family .,It may be very difficult for them but is it necessary for the carriers and their family .,A 1 2|||Vm|||may|||REQUIRED|||-NONE-|||0; A 8 8|||Pform|||it|||REQUIRED|||-NONE-|||0; A 8 8|||V0|||is|||REQUIRED|||-NONE-|||0
"In addition , emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and if necessary to guide them if he/she wish to conduct a similar genetic testing .","In addition , emotional preparation and the way you explain your genetic condition are also important so that you can convey the correct information to your family and relatives and if necessary guide them if he/she they to conduct undergo genetic testing . tests",A 4 5|||Nn|||preparation|||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||way|||REQUIRED|||-NONE-|||0; A 13 14|||Vform|||are|||REQUIRED|||-NONE-|||0; A 32 33|||Prep||||||REQUIRED|||-NONE-|||0; A 36 37|||Pform|||they|||REQUIRED|||-NONE-|||0; A 39 40|||Wci|||undergo|||REQUIRED|||-NONE-|||0; A 40 41|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 43 44|||Wform|||tests|||REQUIRED|||-NONE-|||0
The Impact Of Social Media,The Impact Of Social Media,NONE
Social media has been playing a vital important role in our lives today .,Social media plays a vital an in our lives today .,A 2 5|||Vform|||plays|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0
It is almost imposible for us to keep way from it .,It is almost imposible for us to stay away from it .,A 7 8|||Wci|||stay|||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||away|||REQUIRED|||-NONE-|||0
"I started invoving into Facebook one years ago,when I just arrived singapore .","I joined into one years ago,when year just arrived had singapore .",A 1 3|||Wci|||joined|||REQUIRED|||-NONE-|||0; A 3 4|||Prep||||||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||year|||REQUIRED|||-NONE-|||0; A 9 9|||V0|||had|||REQUIRED|||-NONE-|||0
And now I got over 500 friends on Facebook and buried myself with hundrends of seeds every day .,now Now got have 500 friends on Facebook and buried bury with in hundreds seeds feeds day .,A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Now|||REQUIRED|||-NONE-|||0; A 3 4|||Wci|||have|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||bury|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||in|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||hundreds|||REQUIRED|||-NONE-|||0; A 15 16|||Mec|||feeds|||REQUIRED|||-NONE-|||0
"We know each others ' status , changements and so on through the social media .","We know each others ' status , changes and so on through social media .",A 7 8|||Wform|||changes|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"For an example , if we change our contact numbers , we will not send SMS to each of individual any longer .","For example , if we change changed contact numbers number we will would send SMS an to each individual any longer .",A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||changed|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||number|||REQUIRED|||-NONE-|||0; A 12 13|||Vt|||would|||REQUIRED|||-NONE-|||0; A 15 15|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 18 19|||Prep||||||REQUIRED|||-NONE-|||0
"Instead , we will post a seed and tag our friends to inform this kind of changments .","Instead , we would post a status and tag our friends to inform about them this change of changments .",A 3 4|||Vt|||would|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||status|||REQUIRED|||-NONE-|||0; A 13 13|||Pform|||them|||REQUIRED|||-NONE-|||0; A 13 13|||Prep|||about|||REQUIRED|||-NONE-|||0; A 16 17|||Wform|||change|||REQUIRED|||-NONE-|||0
"And if you are not on it , you will just get lost .","if If are not on it , you will just get lost .",A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||If|||REQUIRED|||-NONE-|||0
"In certain aspects , social media has brought us quite a lot of convenience .","In certain aspects , social media has brought us quite a lot of convenience .",NONE
It is becoming even more convinient than talking throught the phone since it is free .,It is becoming even more convenient than talking on the phone because it is free .,A 5 6|||Mec|||convenient|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||on|||REQUIRED|||-NONE-|||0; A 11 12|||Trans|||because|||REQUIRED|||-NONE-|||0
We discuss every thing we like and we have more personal space.Our friends also got more access to know what we are doing and what we like .,We can anything thing we like and we have more personal space . Our friends can recieve got information about know what we are doing and what we like .,A 1 1|||V0|||can|||REQUIRED|||-NONE-|||0; A 2 4|||Wci|||anything|||REQUIRED|||-NONE-|||0; A 11 12|||Mec|||space . Our|||REQUIRED|||-NONE-|||0; A 13 13|||V0|||can|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||recieve|||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||information|||REQUIRED|||-NONE-|||0; A 17 18|||Prep|||about|||REQUIRED|||-NONE-|||0; A 18 19|||Rloc-||||||REQUIRED|||-NONE-|||0
"And also , we get a chance to talk to public people like popular stars and know their life better .",also We also a chance to the to public people like popular figures and know their life find out more about their lives,A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 4|||WOinc|||We also|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||figures|||REQUIRED|||-NONE-|||0; A 16 20|||Wci|||find out more about their lives|||REQUIRED|||-NONE-|||0
"In China , a lot of government organizations have open blogs to communicate with people , like firefighters , police stations and so on .","In China , a lot of government organizations have open blogs for communicating with people , for example , firefighters , police stations and so on .","A 11 12|||Prep|||for|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||communicating|||REQUIRED|||-NONE-|||0; A 16 17|||Trans|||for example ,|||REQUIRED|||-NONE-|||0"
Socia media allows them to explain to or inform people what is going on .,Socia media allows them to explain to or inform people about what is going on .,A 10 10|||Prep|||about|||REQUIRED|||-NONE-|||0
And actually lots of rescuing jobs are done with the help of social media like looking for people get lost and so on .,"And actually lots of rescues are done completed the help of social media like for example , looking for people are get lost and so on .","A 4 5|||Wform|||rescues|||REQUIRED|||-NONE-|||0; A 5 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||completed|||REQUIRED|||-NONE-|||0; A 14 14|||Srun|||,|||REQUIRED|||-NONE-|||0; A 14 15|||Trans|||for example ,|||REQUIRED|||-NONE-|||0; A 18 18|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 18 19|||Vform|||are|||REQUIRED|||-NONE-|||0"
"With more convinient and humanian communications , the relationship between government and people get largely improved .",With more convenient humanian human communication the relationship between government the and the has been greatly largely improved .,A 2 3|||Mec|||convenient|||REQUIRED|||-NONE-|||0; A 3 4|||Trans||||||REQUIRED|||-NONE-|||0; A 4 5|||Mec|||human|||REQUIRED|||-NONE-|||0; A 5 6|||Nn|||communication|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 12 12|||Nn|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||has been|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||greatly|||REQUIRED|||-NONE-|||0
"What 's more , various of cultures can be shown to us through social medias .","What 's more , a variety of cultures can be shown to us through social media .",A 4 5|||Wform|||a variety|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||media|||REQUIRED|||-NONE-|||0
We can know more news and cultures through socia medias .,We can learn more about news culture cultures social media medias .,A 2 3|||Wci|||learn|||REQUIRED|||-NONE-|||0; A 4 4|||Prep|||about|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||culture|||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||social|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||media|||REQUIRED|||-NONE-|||0
"From this scope , social media has shorten our distance .","From this scope , social media has shortened the distance between us .",A 7 8|||Vform|||shortened|||REQUIRED|||-NONE-|||0; A 8 10|||Wci|||the distance between us|||REQUIRED|||-NONE-|||0
"However , we get less chance and less importance to talk face to face since social media is so convinient , advanced and interesting .","However , we get fewer chances and it is less importance to talk face to face since social media is convenient convinient , advanced and interesting .",A 4 5|||Wci|||fewer|||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||chances|||REQUIRED|||-NONE-|||0; A 7 7|||V0|||it is|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||convenient|||REQUIRED|||-NONE-|||0
And even we gather together more people find themselves has less topics to talk than before and choose to digging from their social media again .,even Even when gather do together more people find themselves having fewer topics to talk about than before and choose search through their social media again .,A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 2|||Trans|||Even when|||REQUIRED|||-NONE-|||0; A 3 3|||V0|||do|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||having|||REQUIRED|||-NONE-|||0; A 10 11|||Wci|||fewer|||REQUIRED|||-NONE-|||0; A 14 14|||Prep|||about|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||search|||REQUIRED|||-NONE-|||0; A 20 21|||Prep|||through|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"When we are far away , social media makes it as we are infront of each other ; sometimes when we are by each others ' side , we are seem to be further than far away .","When we are far away , social media makes it seem if as we are infront of each other ; sometimes when we are by each others ' side we are seem to be apart away .",A 10 10|||V0|||seem|||REQUIRED|||-NONE-|||0; A 11 11|||Prep|||if|||REQUIRED|||-NONE-|||0; A 29 30|||Rloc-||||||REQUIRED|||-NONE-|||0; A 34 37|||Wci|||apart|||REQUIRED|||-NONE-|||0
"This kind of feeling makes people 's relationship not as stable , secure and reliable than before .","This kind of feeling makes people 's relationships unstable , secure and less reliable less than before .",A 7 8|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 8 11|||Wci|||unstable|||REQUIRED|||-NONE-|||0; A 12 12|||Others|||less|||REQUIRED|||-NONE-|||0; A 14 14|||Others|||less|||REQUIRED|||-NONE-|||0
"Besides , there are more people shwing their pictures of yummy food or travelling experience .","Besides , there are more people showing their pictures of yummy food or travelling experiences .",A 6 7|||Mec|||showing|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||experiences|||REQUIRED|||-NONE-|||0
"To some extent , this makes our life more luxry and blundering .","To some extent , this makes our life more luxry and blundering .",NONE
"For myself , I am long to some places after I saw those beatiful pictures taken by my firneds .","For myself , I long to some to go places after see the beautiful beatiful pictures taken by friends firneds .",A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 7|||V0|||go|||REQUIRED|||-NONE-|||0; A 7 7|||Prep|||to|||REQUIRED|||-NONE-|||0; A 11 12|||Vt|||see|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||beautiful|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||friends|||REQUIRED|||-NONE-|||0
Sometimes I even canoot sleep well because of excitement .,Sometimes I can not even sleep well of excitement . the,A 2 4|||WOadv|||can not even|||REQUIRED|||-NONE-|||0; A 5 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
Social media makes our life patten so fast and left us less time to think about our life .,Social media makes our life patterns so fast and leaves us less time to think about our life .,A 5 6|||Mec|||patterns|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||leaves|||REQUIRED|||-NONE-|||0
Social media is becoming more important and we need to think more to make it serve us better and better .,Social media is becoming more important and we need to think of ways more to serve us better and better .,A 11 11|||Prep|||of|||REQUIRED|||-NONE-|||0; A 12 12|||Others|||ways|||REQUIRED|||-NONE-|||0; A 15 17|||Mec||||||REQUIRED|||-NONE-|||0
"Interpersonal skills , like any other skills requires practice .","Interpersonal skills , like any other skills require requires practice .","A 7 7|||Srun|||,|||REQUIRED|||-NONE-|||0; A 7 8|||SVA|||require|||REQUIRED|||-NONE-|||0"
"Besides that , these skills requires time to develop and adapted .","Besides that , these skills require time to develop and adapt .",A 5 6|||SVA|||require|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||adapt|||REQUIRED|||-NONE-|||0
"The burgeoning of social media definitely has its stint ; but amongst all good things , it is better to have them in moderation .","The burgeoning of social media is enjoying a its stint ; but like all good things , it is better to use it in moderation .",A 5 5|||V0|||is|||REQUIRED|||-NONE-|||0; A 6 8|||Wci|||enjoying a|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||like|||REQUIRED|||-NONE-|||0; A 20 21|||Wci|||use|||REQUIRED|||-NONE-|||0; A 21 22|||Pform|||it|||REQUIRED|||-NONE-|||0
Convenience and efficiency are two very important use of social media .,Convenience and efficiency are two very important advantages of social media .,A 7 8|||Wci|||advantages|||REQUIRED|||-NONE-|||0
"While millions of users are connect at any one time , any information can be readily available at their perusal .","millions Millions users are connect connected any one time , information and can be readily available at for perusal .",A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Millions|||REQUIRED|||-NONE-|||0; A 5 6|||Vform|||connected|||REQUIRED|||-NONE-|||0; A 10 11|||Srun||||||REQUIRED|||-NONE-|||0; A 11 11|||Trans|||and|||REQUIRED|||-NONE-|||0; A 17 18|||Prep|||for|||REQUIRED|||-NONE-|||0
This improves the connectivity between the users .,This improves connectivity between the .,A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"For an example , one is able to send notifications and other information we use to have them in hardcopy previously , over the web and the process takes seconds .","For example , one is able to send notifications and other information we that used to have them send in previously , over the web and the process takes seconds .","A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 13|||Srun|||,|||REQUIRED|||-NONE-|||0; A 13 14|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||used|||REQUIRED|||-NONE-|||0; A 17 17|||Prep|||to|||REQUIRED|||-NONE-|||0; A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0; A 18 18|||V0|||send|||REQUIRED|||-NONE-|||0; A 20 21|||Rloc-||||||REQUIRED|||-NONE-|||0"
"The receipent,will then receive the information almost immediately depending on the quality of the network .","The receipent,will then receive the information almost immediately depending on the quality of their network .",A 13 14|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0
This covenience can be percieved as almost in realtime .,This covenience can be percieved as almost being in realtime .,A 7 7|||V0|||being|||REQUIRED|||-NONE-|||0
"Next , communication are also greatly improved .","Next , communication has also greatly improved .",A 3 4|||Vform|||has|||REQUIRED|||-NONE-|||0
"In the past , vast communication are done by one of the many such a telegram , snail mail and poor-quality voice calls .","In the past , communication are was by through the such telegram , methods as telegrams and poor-quality voice calls .",A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||was|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||through|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Prep||||||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 13|||Others|||methods|||REQUIRED|||-NONE-|||0; A 14 15|||Mec|||as|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||telegrams|||REQUIRED|||-NONE-|||0
"With the welcoming of application such as Skype and Facetime , any individual can phase off most , of the olden days communication methods .","With the welcoming of applications such as Skype and Facetime , any individual can phase out most of the olden old methods .",A 4 5|||Nn|||applications|||REQUIRED|||-NONE-|||0; A 15 16|||Prep|||out|||REQUIRED|||-NONE-|||0; A 17 18|||Srun||||||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||old|||REQUIRED|||-NONE-|||0; A 21 22|||Rloc-||||||REQUIRED|||-NONE-|||0
"Aside from hearing the voice , a webcamera could also be affixed to emulate a 'real ' interaction with expressions and gestures .","Aside from hearing the voice , a webcamera can also be attached to emulate a 'real ' interaction with expressions and gestures .",A 8 9|||Vt|||can|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||attached|||REQUIRED|||-NONE-|||0
Communication would have took a different turn without the easily available social media .,Communication could have taken a different turn without the easily available social media .,A 1 2|||Vform|||could|||REQUIRED|||-NONE-|||0; A 3 4|||Vform|||taken|||REQUIRED|||-NONE-|||0
"However , it is a good practice not to intesively use social media all the time .","However , it is good practice not to not use social media all the time .",A 4 5|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 9|||WOadv|||to not|||REQUIRED|||-NONE-|||0
"Intimate interaction greatly lack in social media interactions , particularly the touch .","Intimate interaction is lacking lack in social interactions , particularly touch .",A 2 2|||V0|||is|||REQUIRED|||-NONE-|||0; A 3 4|||Vform|||lacking|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0
Having to meet and interact for talks allows one to be closer to the recepient .,Having to meet and interact for talking allows one to be closer to the recepient .,A 5 5|||Trans|||while|||REQUIRED|||-NONE-|||0; A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||talking|||REQUIRED|||-NONE-|||0
"It involves a level of dynamic interaction which utlises the motor , thinking and verbal cortex of the mind to coordinate .","It involves a level of dynamic interaction which utilises the motor , thinking and verbal cortexes of the mind in coordination .",A 8 9|||Mec|||utilises|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||cortexes|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||in|||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||coordination|||REQUIRED|||-NONE-|||0
"Unlike the use of social media , most of the interaction is done with thinking and typing .","Unlike the use of social media , where most of the interaction is by with thinking and typing .",A 7 7|||Trans|||where|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||by|||REQUIRED|||-NONE-|||0
"As a result , one does not train the necessarily parts of the skills required for a proper interpersonal relations .","As a result , one does not train the necessary parts for the skills required for proper interpersonal relations .",A 9 10|||Wform|||necessary|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||for|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
It is also entire incorrect to fault social media alone for the lack of interpersonal skill .,It is also entirely incorrect to blame social media alone for the lack of interpersonal skills .,A 3 4|||Wform|||entirely|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||blame|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||skills|||REQUIRED|||-NONE-|||0
"Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skills on its own - some has it , some does not .","Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skills on its own - some have it , some do not .",A 25 26|||SVA|||have|||REQUIRED|||-NONE-|||0; A 29 30|||SVA|||do|||REQUIRED|||-NONE-|||0
"Howard Garner mentioned that the different intelligences can be charted , in accordance of utilising tests , and ranked .","Howard Garner proposed that the different intelligences can be charted , in accordance of utilising tests , and ranked .",A 2 3|||Wci|||proposed|||REQUIRED|||-NONE-|||0
"Fundamentally , those who scored lower ranking for interpersonal skills are more likely to stumble when this skill is needed .","Fundamentally , those who scored a lower ranking for interpersonal were are more likely to stumble when this was is needed .",A 5 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 10 11|||Vt|||were|||REQUIRED|||-NONE-|||0; A 18 19|||Vt|||was|||REQUIRED|||-NONE-|||0
"Though social media need not be necessarily bad , it must be used accordingly - for work , family , friends .","Although social media is not necessarily bad , it must be used accordingly - for work , family , friends .",A 0 1|||Wci|||Although|||REQUIRED|||-NONE-|||0; A 3 6|||Wci|||is not|||REQUIRED|||-NONE-|||0
"The types of use must also be taken note of - informing , interacting , discussion and others .","These types of use must also be taken note of - informing , interacting and discussing .",A 0 1|||ArtOrDet|||These|||REQUIRED|||-NONE-|||0; A 14 15|||Trans|||and|||REQUIRED|||-NONE-|||0; A 15 16|||Vform|||discussing|||REQUIRED|||-NONE-|||0; A 16 18|||Rloc-||||||REQUIRED|||-NONE-|||0
The space of separation between the parties must also be looked at .,The space of separation between the parties must also be looked at .,NONE
"For people who are living very far from one another , the intensive use social media is justified .","For people who are living very far from one another , the intensive use of social media is justified .",A 14 14|||Prep|||of|||REQUIRED|||-NONE-|||0
"For those who lives within the community should at least meet up , and not use social media as the primary source of communcation with each other .","For those who live within the same , they community should at least up , and not use social media as the primary source of between with each other .","A 3 4|||SVA|||live|||REQUIRED|||-NONE-|||0; A 6 6|||Others|||same|||REQUIRED|||-NONE-|||0; A 7 7|||Pform|||, they|||REQUIRED|||-NONE-|||0; A 12 13|||Srun||||||REQUIRED|||-NONE-|||0; A 24 25|||Prep|||between|||REQUIRED|||-NONE-|||0"
"And at the same time , improves the interpersonal skill , through dynamic practises betwwen individuals and realtime presence .","at At same time , improves this interpersonal skill skills through dynamic the practises between betwwen face to face in real time and realtime presence .",A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||At|||REQUIRED|||-NONE-|||0; A 6 6|||Pform|||this|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||skills|||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 14 14|||V0|||which happen|||REQUIRED|||-NONE-|||0; A 14 15|||Mec|||between|||REQUIRED|||-NONE-|||0; A 16 16|||V0|||interacting|||REQUIRED|||-NONE-|||0; A 16 16|||Others|||face to face|||REQUIRED|||-NONE-|||0; A 17 18|||Prep|||in real time|||REQUIRED|||-NONE-|||0; A 18 19|||Rloc-||||||REQUIRED|||-NONE-|||0
The inclusion of intimate presence and relative touch could also bring a better rapport between those interacting .,The inclusion of intimate presence and touch could can bring a better rapport between those interacting .,A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Vm|||can|||REQUIRED|||-NONE-|||0
"Recently , the rise of social media helped people to have more closer connection with each other , it is a more convenient and cheaper way to have online contact compared with face to face meetings .","Recently , the rise of social media has helped people form more closer connections with each other , it is more convenient and cheaper way have online contact people online face to face meetings .",A 7 7|||V0|||has|||REQUIRED|||-NONE-|||0; A 10 11|||Wci|||form|||REQUIRED|||-NONE-|||0; A 11 12|||Rloc-||||||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||connections|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 25 26|||Rloc-||||||REQUIRED|||-NONE-|||0; A 27 30|||Wci|||contact people online|||REQUIRED|||-NONE-|||0
"In my opinion , social media websides such as Twitter and Facebook will not affect the chance for people to have face to face contact and thus negatively affects interpersonal skills .","In my opinion , social media websites such as Twitter and Facebook do not affect chance people 's chances have face of having contact and thus negatively affects interpersonal do not affect .",A 6 7|||Mec|||websites|||REQUIRED|||-NONE-|||0; A 12 13|||Vm|||do|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 19|||WOinc|||people 's chances|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||of|||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||having|||REQUIRED|||-NONE-|||0; A 27 27|||V0|||do not|||REQUIRED|||-NONE-|||0; A 28 29|||Nn|||affect|||REQUIRED|||-NONE-|||0
"On the other hand , it may even increase the chance of having face to face contacts amoung people .","On the contrary , it may even increase the chance chances having face to face contacts contact people .",A 2 4|||Wci|||contrary|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||chances|||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||contact|||REQUIRED|||-NONE-|||0
"First , social media networks have a lot user base , it helps to link people from different parts of the world .","Firstly , social media networks have a large user base ; they help to link people from different parts of the world .",A 0 1|||Wform|||Firstly|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||large|||REQUIRED|||-NONE-|||0; A 10 11|||Mec|||;|||REQUIRED|||-NONE-|||0; A 11 12|||Pform|||they|||REQUIRED|||-NONE-|||0; A 12 13|||SVA|||help|||REQUIRED|||-NONE-|||0
"In the days without the social networks , people may not have the chance to know others from different countries or the ones they never meet before .","In the days without social networks , people may did have get chance to know others people different countries or the they people meet had met .",A 4 5|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 10|||Vm|||did|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||get|||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||people|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||people|||REQUIRED|||-NONE-|||0; A 24 24|||V0|||had|||REQUIRED|||-NONE-|||0; A 25 26|||Vform|||met|||REQUIRED|||-NONE-|||0
Their number of people that they know may only limited to the people they meet in daily life like classmates and working partners .,The number of people that they knew was limited to the people they meet met in their lives life like classmates and working partners .,A 0 1|||ArtOrDet|||The|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||knew|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||was|||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 14 14|||V0|||had|||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||met|||REQUIRED|||-NONE-|||0; A 16 16|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||lives|||REQUIRED|||-NONE-|||0
