source,target,annotation
"So for the consideration for the other family members , the relatives should be informed .","So for the consideration of the other family members , the relatives should be informed .",A 4 5|||Prep|||of|||REQUIRED|||-NONE-|||0
"Secondly , it can avoid genetic disease passed to the next generation when they intend to have babies .","Secondly , it can avoid genetic disease passed to the next generation when they intend to have babies .",NONE
They should let their spouse know about his or her situation before marriage .,They should let their spouse know about his or her situation before marriage .,NONE
They need to ask for doctor 's advice before they plan to have a baby .,They need to ask for a doctor 's advice before they plan to have a baby .,A 5 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"Some genetic gene will pass only to boys rather than girls , some are on the contrary .","Some gene will pass only to boys rather than girls , some are on contrary .",A 1 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 14 15|||Prep||||||REQUIRED|||-NONE-|||0
"If the carrier refuses to tell the truth to his or her spouse , another life may have risk of inheriting the genetic disease .","If the carrier refuses to tell the truth to his or her spouse , another life may have risk of inheriting the genetic disease .",NONE
I noticed a real story on newspaper years ago .,I noticed a real story in the newspaper years ago .,A 5 6|||Prep|||in|||REQUIRED|||-NONE-|||0; A 6 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
A couple in China have a son of 5 years old .,A couple in China had a son of 5 years old .,A 4 5|||Vt|||had|||REQUIRED|||-NONE-|||0
Their son unfortunately fell ill and he was diagnosis a kind of genetic disease which is very serious .,Their son unfortunately fell ill and he was diagnosed a kind of genetic disease which is very serious .,A 8 9|||Vform|||diagnosed|||REQUIRED|||-NONE-|||0
They were told that the wife 's family was carrying the polygenetic disorder and can pass only to boys rather than girls .,They were told that the wife 's family was carrying the polygenetic disorder and could pass only to boys rather than girls .,A 14 15|||Vt|||could|||REQUIRED|||-NONE-|||0
Therefore their son was inherited the genetic disease .,Therefore their son had inherited the genetic disease .,A 3 4|||Vt|||had|||REQUIRED|||-NONE-|||0
"However , the wife actually had already known about the polygenetic disorder before the marriage and she did not tell her husband .","However , the wife actually had known about the polygenetic disorder before the marriage and she did not tell her husband .",A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0
The son was died after one year 's treatment and the couple got divorced later after that .,The son died after one year 's treatment and the couple got divorced later after that .,A 2 3|||Vform||||||REQUIRED|||-NONE-|||0
"If the wife had not hind the truth and asked for doctor 's advice before they have baby , the tragic would not happen .","If the wife had not hidden the truth and asked for a doctor 's advice before had have baby , tragedy tragic would have happened happen .",A 5 6|||Wci|||hidden|||REQUIRED|||-NONE-|||0; A 11 11|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 16 17|||Vt|||had|||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||tragedy|||REQUIRED|||-NONE-|||0; A 23 24|||Vt|||have happened|||REQUIRED|||-NONE-|||0
"In a nutshell , a carrier of a known genetic risk has the responsibility to tell his or her relatives .","In a nutshell , a carrier of a known genetic risk has the responsibility to tell his or her relatives .",NONE
"On the one hand , it can tell members of the carrier 's family the possible disease they may have and can perform treatment in time if possible .","First , it can tell members of the carrier 's family the possible disease they may have and can perform treatment they seek time if possible .",A 0 4|||Trans|||First|||REQUIRED|||-NONE-|||0; A 21 21|||Pref|||they|||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||seek|||REQUIRED|||-NONE-|||0
"On the other hand , it may pass the disease to the next generation if the carrier hides the truth .","Second , it may pass the disease to the next generation if the carrier hides the truth .",A 0 4|||Trans|||Second|||REQUIRED|||-NONE-|||0
"Nowadays , with the advancement of technology , it is easy to do a genetic testing .","Nowadays , with the advancement of technology , it is easy to do genetic testing .",A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0
We can not deny that the genetic testing really helps people a lot when they face the disorder problem .,We can not deny that the genetic testing really helps people a lot when they face a disorder problem .,A 16 17|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"However , I thought that the genetic information is one person 's personal privacy which should be protected by the law .","However , I think that the genetic information is one person 's personal privacy which should be protected by law .",A 3 4|||Vt|||think|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Therefore , I thought a known genetic risk should not be obligated to tell his or her family or relatives .","Therefore , I think a known genetic risk should not be obligated to tell his or her family or relatives .",A 3 4|||Vt|||think|||REQUIRED|||-NONE-|||0
There are three reasons as follows .,There are three reasons as follows .,NONE
"Firstly , the information concerning to the genetic is something personally which is also a privacy like people 's bank card key .","Firstly , the information concerning the genetic is risk something personal which is also privacy private people 's bank card key .",A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 8 8|||Others|||risk|||REQUIRED|||-NONE-|||0; A 10 11|||Wform|||personal|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Wform|||private|||REQUIRED|||-NONE-|||0
Other people should not be told without the person 's permission even though they are his or her family or relatives .,Other people should not be told without the person 's permission even though they are his or her family or relatives .,NONE
The government should set the law to protect this kind of privacy .,The government should set the law to protect this kind of privacy .,NONE
Once people 's genetic information is told to other people .,"Once people 's genetic information is told to other people ,","A 10 11|||Mec|||,|||REQUIRED|||-NONE-|||0"
They may know the person 's potential disabled disease or other bad things naturally .,they may know about the person 's disabling disabled naturally .,A 0 1|||Mec|||they|||REQUIRED|||-NONE-|||0; A 3 3|||Prep|||about|||REQUIRED|||-NONE-|||0; A 7 8|||Wform|||disabling|||REQUIRED|||-NONE-|||0; A 9 14|||Rloc-||||||REQUIRED|||-NONE-|||0
They may set a bias on this person even abandon his or her .,They may set a bias on this person even abandon him or her .,A 10 11|||Pform|||him|||REQUIRED|||-NONE-|||0
"People do not have the ability to choose their gene , they should not be thought badly because of bad gene .","People do not have the ability to choose their gene , they should not be thought of badly because a of bad gene .",A 16 16|||Prep|||of|||REQUIRED|||-NONE-|||0; A 19 19|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"So I think whatever the genetic is or whether the gene is match with their parents , it should not be told to anyone even his or her family or relatives .","So I think whatever the genetic situation is or whether the matches match with their parents , it should not be told to anyone even or family relatives .",A 6 6|||Others|||situation|||REQUIRED|||-NONE-|||0; A 11 13|||Vform|||matches|||REQUIRED|||-NONE-|||0; A 25 26|||Pref||||||REQUIRED|||-NONE-|||0; A 26 27|||Trans||||||REQUIRED|||-NONE-|||0; A 27 28|||Pref||||||REQUIRED|||-NONE-|||0
"Secondly , the carrier of a known genetic risk may destroy the peace of a family even broken the relation between children with the adult .","Secondly , the carrier of a known genetic risk may destroy the peace of a family even break the relationship between children the and parents",A 17 18|||Vform|||break|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||relationship|||REQUIRED|||-NONE-|||0; A 22 23|||Prep||||||REQUIRED|||-NONE-|||0; A 23 24|||Trans|||and|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||parents|||REQUIRED|||-NONE-|||0
Once his or her family or relatives know that the person does not have the relation with them .,Once his or her family or relatives know that the person may not have anymore contact with them .,"A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 8 9|||Ssub||||||REQUIRED|||-NONE-|||0; A 11 12|||Vm|||may|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet|||anymore|||REQUIRED|||-NONE-|||0; A 15 16|||Wci|||contact|||REQUIRED|||-NONE-|||0"
"However happy they were before , there would be some barrier appears which will truly destroy the family gradually .","However happy they were before , there would be some barrier appearing which would truly destroy the family gradually .",A 11 12|||Vform|||appearing|||REQUIRED|||-NONE-|||0; A 13 14|||Vt|||would|||REQUIRED|||-NONE-|||0
The relationship between the parents and their children should not be tested only in the genetic way ; it is something much deeper and tighter .,The relationship between the parents and their children should not be tested merely in the genetic way ; it is something much deeper and stronger .,A 12 13|||Wci|||merely|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||stronger|||REQUIRED|||-NONE-|||0
"The parents give knowledge and love to the children , meanwhile they feel happy with the accompany of the children .","The parents give knowledge and love to the children , meanwhile they feel happy with the company of the children .",A 16 17|||Wci|||company|||REQUIRED|||-NONE-|||0
The children rely the parent to live .,The children rely on parents parent to live .,A 3 3|||Prep|||on|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||parents|||REQUIRED|||-NONE-|||0
"When they grow up , they take care of the old parents and thank for their dedication .","When they grow up , they take care of the old parents and thank them for their dedication .",A 14 14|||Pref|||them|||REQUIRED|||-NONE-|||0
The relation between parents and children is something about love and dedication .,The relation between parents and children is something about love and dedication .,NONE
Everyone does not want to see the scene of the broken family due to the carrier of a known genetic risk .,Noone want to wants the scene of the broken a due to the carrier of a known genetic risk .,A 0 3|||ArtOrDet|||Noone|||REQUIRED|||-NONE-|||0; A 3 4|||SVA|||wants|||REQUIRED|||-NONE-|||0; A 9 10|||SVA|||a|||REQUIRED|||-NONE-|||0
"Therefore , I think a known genetic risk should not be obligated to tell his or her family or relatives without the person 's permission .","Therefore , I think a known genetic risk should not be obligated to tell his or her family or relatives without the person 's permission .",NONE
"Finally , the technology of testing the gene is not very mature now .","Finally , the technology of testing the gene is not very mature at this moment .",A 12 13|||Trans|||at this moment|||REQUIRED|||-NONE-|||0
There also exists some probability of wrong testing .,There also exists some probability of testing errors .,A 6 8|||Others|||testing errors|||REQUIRED|||-NONE-|||0
"If the wrong testing was not found by the doctor , the family and the children may be sad and have a struggling life for their whole life .","If the testing errors was were found by the doctor , the family and the children may be sad and have a struggling struggle their whole the rest of their lives",A 2 4|||Others|||testing errors|||REQUIRED|||-NONE-|||0; A 4 5|||SVA|||were|||REQUIRED|||-NONE-|||0; A 22 23|||Wform|||struggle|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0; A 25 28|||Wci|||the rest of their lives|||REQUIRED|||-NONE-|||0
Therefore I think a know genetic risk should not be obligated to tell his or her family or relatives .,Therefore I think a known genetic risk should not be obligated to tell his or her family or relatives .,A 4 5|||Vform|||known|||REQUIRED|||-NONE-|||0
"Therefore , considering the people 's privacy and the existence of wrong testing , for the peace of the family , I support that a know genetic risk should not be obligated to tell his or her family or relatives without the person 's permission .","Therefore , considering people 's privacy and the existence of wrong testing , for the peace of the family , I support that a know known risk should not be obligated to tell his or her family or relatives without the person 's permission .",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 25 26|||Vform|||known|||REQUIRED|||-NONE-|||0
A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,NONE
More and more illness are discovered to be related to some genes with the development of the medical technology .,More and more illnesses are discovered to be related to genes with the development of the medical technology .,A 3 4|||Nn|||illnesses|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0
People will know about whether they carry a disease on their genes after they have done the genetic test .,People will know about whether they carry a disease in their genes after they have done the genetic test .,A 9 10|||Prep|||in|||REQUIRED|||-NONE-|||0
"If there is no problem , that will be wonderful .","If there is no problem , that will be wonderful .",NONE
"However , not everybody is so lucky that they can make sure they do not carry any disease genes .","However , not everybody is so lucky that they can make sure they do not carry any diseased genes .",A 17 18|||Vform|||diseased|||REQUIRED|||-NONE-|||0
"Therefore , once people find they have carried the disease genes , they should be responsible to tell their relatives , at least their family members .","Therefore , once people find they carry the disease diseased , they should be responsible to tell their relatives , at least their family members .",A 6 8|||Vt|||carry|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||diseased|||REQUIRED|||-NONE-|||0
It may be awkward and embarrassed for a person to tell relatives that he or she is a carrier of a known genetic risk .,It may be awkward and embarrasing for a person to tell relatives that he or she is a carrier of a known genetic risk .,A 5 6|||Wform|||embarrasing|||REQUIRED|||-NONE-|||0
"But they are all from one family and own the same forefather , then of course they own the same genes in some part .","But they are all from one family and own the same forefather , so of course they own the same genes in some way .",A 13 14|||Trans|||so|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||way|||REQUIRED|||-NONE-|||0
Therefore there is nothing to be shy for or be afraid of .,Therefore there is nothing to be shy about or be afraid of .,A 7 8|||Prep|||about|||REQUIRED|||-NONE-|||0
"If the person tell their relatives that he or she carries a disease gene , his or her relatives can go to hospital to check whether they also get a disease gene .","If a person tells his or her relatives that he or she carries a diseased gene , his or her relatives can go to hospital to check whether they also have a diseased gene .",A 1 2|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 3 4|||SVA|||tells|||REQUIRED|||-NONE-|||0; A 4 5|||Pform|||his or her|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||diseased|||REQUIRED|||-NONE-|||0; A 28 29|||Wci|||have|||REQUIRED|||-NONE-|||0; A 30 31|||Vform|||diseased|||REQUIRED|||-NONE-|||0
Then the relatives can prepare themselves to prevent the disease to occur .,Then the relatives can prepare themselves to prevent the disease from occurring .,A 10 12|||Vform|||from occurring|||REQUIRED|||-NONE-|||0
Also they can prevent the disease going to their offspring .,Also they can prevent the disease going to their offspring .,NONE
"If the relatives carry that disease gene , they can share the experience with him or her and give some help , they will also teach him or her how to communicate with others about this issue .","If the relatives carry the diseased gene , they can share the experience with him or her and give some help . They will also teach him or her how to communicate with others about this issue .",A 4 5|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 5 6|||Vform|||diseased|||REQUIRED|||-NONE-|||0; A 21 22|||Mec|||.|||REQUIRED|||-NONE-|||0; A 22 23|||Mec|||They|||REQUIRED|||-NONE-|||0
"If he or her not get married , he or she must tell his or her partner that he carries disease gene .","If he or she is married , he or she must tell his or her partner that he he/she disease a diseased .",A 3 4|||Pform|||she|||REQUIRED|||-NONE-|||0; A 4 5|||V0|||is|||REQUIRED|||-NONE-|||0; A 5 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 18 19|||Pref|||he/she|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet|||a diseased|||REQUIRED|||-NONE-|||0
Then they can have a healthy baby with the help of the doctors .,Then they can have a healthy baby with the help of the doctors .,NONE
"Or else , if he holds back the genetic risk , they may have a unhealthy baby and may cause the death of the baby or end of their marriage .","Or else , if he holds on telling about the genetic risk , they may have an unhealthy baby and may cause the death of the baby or end of their marriage .",A 6 7|||Wci|||on telling about|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
There is a story I watched on TV .,There is a story I watched on TV .,NONE
"A couple did not have a child after their marriage for a long time , their parents were anxious about that and asked them to go to hospital to check what was the problem .",A couple did not have a child after their marriage for a long time . Their parents were anxious about that and asked them to go to hospital to check what the problem was .,A 14 15|||Mec|||.|||REQUIRED|||-NONE-|||0; A 15 16|||Mec|||Their|||REQUIRED|||-NONE-|||0; A 31 34|||WOinc|||the problem was|||REQUIRED|||-NONE-|||0
"After came back from the hospital , the man told his parents that the problem was that he carried a disease gene so that they can not have a baby in their life time .","After coming back from the hospital , the man told his parents that the problem was that he carried a diseased gene so that they could not have a baby in their life time .",A 1 2|||Vform|||coming|||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||diseased|||REQUIRED|||-NONE-|||0; A 25 26|||Vt|||could|||REQUIRED|||-NONE-|||0
"The woman did not know the test result , but she overheard the talk and decided to divorce with her husband .","The woman did not know the test result , but she overheard the talk and decided to divorce her husband .",A 18 19|||Prep||||||REQUIRED|||-NONE-|||0
"After got the divorce certificate , the man showed her the test report ; it wrote that the woman carried the disease gene instead of the man .","After getting the divorce certificate , the man showed her the test report ; it wrote that the woman carried the diseased gene instead of the man .",A 1 2|||Vform|||getting|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||diseased|||REQUIRED|||-NONE-|||0
"At that time , the woman known how much her husband loved her but she ruined her happiness .","At that time , the woman knew how much her husband loved her but she ruined her happiness .",A 6 7|||Vform|||knew|||REQUIRED|||-NONE-|||0
Tears showed nothing .,Tears showed nothing .,NONE
"People can not avoid carrying the disease genes , which they born with .","People can not avoid carrying disease diseased , which they born are with .",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||diseased|||REQUIRED|||-NONE-|||0; A 11 11|||V0|||are|||REQUIRED|||-NONE-|||0
"However , they can avoid the disease genes being inhered to their children .","However , they can avoid the diseased genes being passed on to their children .",A 6 7|||Vform|||diseased|||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||passed on|||REQUIRED|||-NONE-|||0
"By telling their relatives that they may have a risk of carrying the disease gene can make their family members bond closely , also many risks and conflicts can be avoided .","telling Telling relatives that they may have a risk of carrying the a diseased can make their family members bond closely , . Also risks and conflicts can be avoided .",A 0 1|||Prep||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Telling|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 13 14|||Vform|||diseased|||REQUIRED|||-NONE-|||0; A 22 23|||Mec|||.|||REQUIRED|||-NONE-|||0; A 23 24|||Mec|||Also|||REQUIRED|||-NONE-|||0
Genetic testing has become a beneficial way to predict and protect each individual at risk for a disorder .,Genetic testing has become a beneficial way to predict for and protect each individual at of for a disorder .,A 9 9|||Prep|||for|||REQUIRED|||-NONE-|||0; A 15 16|||Prep|||of|||REQUIRED|||-NONE-|||0
"However , there rises a family-related ethical dilemma if it is right to tell a carrier 's family once the test has been conducted and the results are known .","However , there rises a family-related ethical dilemma about if it is right to tell a carrier 's family once the test has been conducted and the results are known .",A 8 8|||Prep|||about|||REQUIRED|||-NONE-|||0
I am most inclined to believe that his or her relatives have the rights to know the result .,I am most inclined to believe that his or her relatives have the rights to know the result .,NONE
"The answer is simply that everyone , especially our family , has the right to know the truth .","The answer is simply that everyone , especially our family , has the right to know the truth .",NONE
"Though it is said that genetic testing involves emotional and social risks due to the test results , while the potential negative impacts of the risk still exist , the consequence will be significant if other members of his or her family do not know .","it It said that genetic testing involves emotional and social risks due to the test results , . While potential negative impacts of the risk still exist , the consequence will be significant if other members of his or her family do not know .",A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||It|||REQUIRED|||-NONE-|||0; A 17 18|||Mec|||.|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||While|||REQUIRED|||-NONE-|||0
Then they are unable to have a suitable method to protect themselves and emotional preparations .,Then they are unable to have a suitable method to protect themselves and make emotional preparations .,A 13 13|||V0|||make|||REQUIRED|||-NONE-|||0
"Taking Angeline Jolie for example , she is famous but she still revealed the truth about her genetic testing on the development of her breast cancer risk .","Taking Angeline Jolie for example , she is famous but she still revealed the truth about her genetic testing and the development of her breast cancer risk .",A 19 20|||Trans|||and|||REQUIRED|||-NONE-|||0
Everything is not that bad if you know how to look at the bright side with hope .,Everything is not that bad if you know how to look at the bright side with hope .,NONE
"People may feel angry , depressed , or even guilty about their results .","People may feel angry , depressed , or even guilty about their results .",NONE
"In some cases , a carrier can suffer tension within a family because the result is also related to the others ' risk somehow .","In some cases , a carrier can suffer tension within a family because the result is also related to the others ' risk .",A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0
"However , I believe it is just a usual reaction to this situation .","However , I believe it is just the usual reaction in this situation .",A 7 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||in|||REQUIRED|||-NONE-|||0
"In addition , though it can be possible in some cases that he or she and the family can undergo specific discrimination in employment and their social life , how people can face more dramatic tragedy such as sickness or death if they can not even overcome this harsh situation .","In addition , in some cases that he or she and family the patient discrimination in employment and their may life , how people can face more dramatic tragedy such which they need to learn to as there might be if they can not even even this",A 3 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Ssub||||||REQUIRED|||-NONE-|||0; A 12 15|||Wci|||the patient|||REQUIRED|||-NONE-|||0; A 18 19|||Vm|||may|||REQUIRED|||-NONE-|||0; A 29 30|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 30 31|||Pref|||they|||REQUIRED|||-NONE-|||0; A 31 32|||Vm|||need to|||REQUIRED|||-NONE-|||0; A 32 32|||V0|||learn to|||REQUIRED|||-NONE-|||0; A 33 34|||Sfrag|||as there might be|||REQUIRED|||-NONE-|||0; A 39 40|||Trans|||even|||REQUIRED|||-NONE-|||0; A 41 41|||Mec|||.|||REQUIRED|||-NONE-|||0; A 41 51|||Rloc-||||||REQUIRED|||-NONE-|||0
Life is hard but people can not blame it on being unfair .,Life is hard but people can not call it being .,A 7 8|||Wci|||call|||REQUIRED|||-NONE-|||0; A 9 10|||Prep||||||REQUIRED|||-NONE-|||0; A 10 11|||Rloc-||||||REQUIRED|||-NONE-|||0
It is just because that you do not become strong enough to overcome the hard time .,It is because that do they are strong to overcome the hard time . times,A 2 3|||Rloc-||||||REQUIRED|||-NONE-|||0; A 4 5|||Ssub||||||REQUIRED|||-NONE-|||0; A 5 6|||Pform|||they|||REQUIRED|||-NONE-|||0; A 6 7|||Vm|||are|||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||times|||REQUIRED|||-NONE-|||0
"Furthermore , living with a secret is not a good sensation , especially if the situations of other relatives become worse , you should feel guilty and depressed .","Furthermore , living with a secret is not a good sensation , especially if the situations of other relatives becomes worse . People might feel guilty and depressed .",A 19 20|||SVA|||becomes|||REQUIRED|||-NONE-|||0; A 21 22|||Mec|||.|||REQUIRED|||-NONE-|||0; A 22 23|||Pref|||People|||REQUIRED|||-NONE-|||0; A 23 24|||Vm|||might|||REQUIRED|||-NONE-|||0
"Moreover , the truth can not be hidden forever but when it is revealed , more shocking and upset it will be .","Moreover , the truth can not be hidden forever but when it is finally revealed it will be more shocking and upsetting . be .",A 13 13|||Others|||finally|||REQUIRED|||-NONE-|||0; A 15 22|||WOinc|||it will be more shocking and upsetting .|||REQUIRED|||-NONE-|||0
"As the result , it is in the interests of the carriers and their relatives , telling the genetic testing result is needed .","As a result , it is in the interests of the carriers and their relatives , to tell the genetic testing result",A 1 2|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 16 17|||Vform|||to tell|||REQUIRED|||-NONE-|||0; A 21 24|||Rloc-||||||REQUIRED|||-NONE-|||0
"Last but not least , though genetic testing is a personal matter , telling the result to your family can improve and develop understanding and sympathy of each other as well as promoting awareness of taking care of everyone 's health .","Last but not least , though genetic testing is a personal matter , telling the result to your family can improve and develop understanding and sympathy for each other as well as promote awareness of the need to take care of everyone 's health .",A 26 27|||Prep|||for|||REQUIRED|||-NONE-|||0; A 32 33|||Vform|||promote|||REQUIRED|||-NONE-|||0; A 35 36|||Others|||the need to take|||REQUIRED|||-NONE-|||0
That plays an important role in the possibility that relatives can overcome the discrimination of the society and anxiety about the risks .,That plays an important role in helping relatives can overcome discrimination of the society and anxiety about the risks .,A 6 9|||Wci|||helping|||REQUIRED|||-NONE-|||0; A 10 11|||Vm||||||REQUIRED|||-NONE-|||0
"To put it in the nutshell , I believe that people should have the obligation to tell their relatives about the genetic testing result for the good of their health .","To put it in a nutshell , I believe that people should have the obligation to tell their relatives about the genetic testing result for the good of their health .",A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
It can be very difficult for them but necessary for the carriers and their family .,It can be very difficult for them but necessary for the carriers and their family .,NONE
"In addition , emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and if necessary to guide them if he/she wish to conduct a similar genetic testing .","In addition , emotional preparations and the ways you explain your genetic condition are also important so that you can convey the correct information to your family and relatives and if necessary guide them if he/she they to conduct a similar genetic testing test",A 13 14|||SVA|||are|||REQUIRED|||-NONE-|||0; A 32 33|||Vform||||||REQUIRED|||-NONE-|||0; A 36 37|||Pform|||they|||REQUIRED|||-NONE-|||0; A 43 44|||Wform|||test|||REQUIRED|||-NONE-|||0
The Impact Of Social Media,The Impact Of Social Media,NONE
Social media has been playing a vital important role in our lives today .,Social media has been playing a vital important role in our lives today .,NONE
It is almost imposible for us to keep way from it .,It is almost imposible for us to keep way from it .,NONE
"I started invoving into Facebook one years ago,when I just arrived singapore .","I started becoming involved in Facebook one year ago,when I just arrived in Singapore",A 2 3|||Wci|||becoming involved|||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||in|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||year|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||in Singapore|||REQUIRED|||-NONE-|||0; A 12 13|||Mec||||||REQUIRED|||-NONE-|||0
And now I got over 500 friends on Facebook and buried myself with hundrends of seeds every day .,and now I got over 500 friends on Facebook and bury myself with hundreds of seeds every day .,A 0 1|||Mec|||and|||REQUIRED|||-NONE-|||0; A 10 11|||Vt|||bury|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||hundreds|||REQUIRED|||-NONE-|||0
"We know each others ' status , changements and so on through the social media .","We know each others ' status , changes and so on through the social media .",A 7 8|||Wform|||changes|||REQUIRED|||-NONE-|||0
"For an example , if we change our contact numbers , we will not send SMS to each of individual any longer .","For example , if we change our contact numbers , we will not send SMS to each of any longer .",A 1 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 18 19|||Prep||||||REQUIRED|||-NONE-|||0
"Instead , we will post a seed and tag our friends to inform this kind of changments .","Instead , we will post a seed and tag our friends to make it known .",A 12 13|||Wci|||make it known|||REQUIRED|||-NONE-|||0; A 13 17|||Rloc-||||||REQUIRED|||-NONE-|||0
"And if you are not on it , you will just get lost .","And if you are not on it , you will just get lost .",NONE
"In certain aspects , social media has brought us quite a lot of convenience .","In certain aspects , social media has brought us quite a lot of convenience .",NONE
It is becoming even more convinient than talking throught the phone since it is free .,It is becoming even more convenient than talking via the phone since it is free .,A 5 6|||Mec|||convenient|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||via|||REQUIRED|||-NONE-|||0
We discuss every thing we like and we have more personal space.Our friends also got more access to know what we are doing and what we like .,We discuss every thing we like and we have more personal space.Our friends also got more access to know what we are doing and what we like .,NONE
"And also , we get a chance to talk to public people like popular stars and know their life better .","And also , we get a chance to talk to public people like popular stars and know their life better .",NONE
"In China , a lot of government organizations have open blogs to communicate with people , like firefighters , police stations and so on .","In China , a lot of government organizations have open blogs to communicate with people , like firefighters , police stations and so on .",NONE
Socia media allows them to explain to or inform people what is going on .,Socia media allows them to inform people what is going about on .,A 5 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 10 10|||Prep|||about|||REQUIRED|||-NONE-|||0
And actually lots of rescuing jobs are done with the help of social media like looking for people get lost and so on .,And actually lots of rescue jobs are done with the help of social media like looking for people who get lost and so on .,A 4 5|||Wform|||rescue|||REQUIRED|||-NONE-|||0; A 18 18|||Ssub|||who|||REQUIRED|||-NONE-|||0
"With more convinient and humanian communications , the relationship between government and people get largely improved .","With more convenient and humane communications , the relationship between government and people has largely improved .",A 2 3|||Mec|||convenient|||REQUIRED|||-NONE-|||0; A 4 5|||Mec|||humane|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||has|||REQUIRED|||-NONE-|||0
"What 's more , various of cultures can be shown to us through social medias .","What 's more , various cultures can be shown to us through social medias .",A 5 6|||Prep||||||REQUIRED|||-NONE-|||0
We can know more news and cultures through socia medias .,We can know more news and cultures through socia medias .,NONE
"From this scope , social media has shorten our distance .","From this scope , social media has shortened our distance .",A 7 8|||Vform|||shortened|||REQUIRED|||-NONE-|||0
"However , we get less chance and less importance to talk face to face since social media is so convinient , advanced and interesting .","However , chance and less the chances to face to of talking social media is are less so convinient , advanced convenient interesting .",A 2 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 5 6|||Nn|||the chances|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||of|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||talking|||REQUIRED|||-NONE-|||0; A 14 14|||Others|||are less|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||convenient|||REQUIRED|||-NONE-|||0
