source,target,annotation
"Above all , social network site is like a two sided knife and people can only take good advantage of it by avoiding the possible disadvantages of it such as put less personal information on his or her facebook page .","Above all , a social network site like a double-edged sword , and people can only take good advantage of it by avoiding the possible disadvantages of it such as , put putting less personal information on his or her Facebook page .","A 3 3|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 12|||Wci|||double-edged sword ,|||REQUIRED|||-NONE-|||0; A 28 28|||Mec|||,|||REQUIRED|||-NONE-|||0; A 30 30|||Prep|||by|||REQUIRED|||-NONE-|||0; A 30 31|||Vform|||putting|||REQUIRED|||-NONE-|||0; A 38 39|||Mec|||Facebook|||REQUIRED|||-NONE-|||0"
"The modes of communication have been changing over the years , from letter writing to social networking .","modes Modes communication have been changing over the years , from letter writing to social networking .",A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Modes|||REQUIRED|||-NONE-|||0
"This phenomenon is caused by rapidly changing technology , which has made communication to be faster than never before .","This phenomenon is caused by rapidly changing technology , which has made communication faster than never before ever",A 13 15|||Rloc-||||||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||ever|||REQUIRED|||-NONE-|||0
"Today , social media sites , such as Facebook and Twitter , are relatively common within the contemporary society ; and , people can communicate with each other , online or offline , on these social networking platforms .","Today , social media sites such as Facebook and Twitter , relatively common within the in ; and , , can with each other , online or offline , on these social networking platforms .","A 5 6|||Mec||||||REQUIRED|||-NONE-|||0; A 11 12|||Mec||||||REQUIRED|||-NONE-|||0; A 15 16|||Prep|||in|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||,|||REQUIRED|||-NONE-|||0; A 21 22|||Mec||||||REQUIRED|||-NONE-|||0"
"They can even make new friends over similar interests on these platforms , which will be able to connect almost everyone closely in many parts of the world .","They can even make new friends over similar interests on these platforms , which are able to connect almost everyone closely many parts of the world .",A 14 16|||Vt|||are|||REQUIRED|||-NONE-|||0; A 21 22|||Rloc-||||||REQUIRED|||-NONE-|||0
"However , critics may argue that with the existence of social media sites have reduced physical human interactions among people as they will prefer sitting in front of a computer to going out and meeting new friends .","However , critics may argue that social media sites have reduced physical human interactions among people as they will prefer , sitting front of a computer to going out and meeting new friends .","A 6 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 20 20|||Mec|||,|||REQUIRED|||-NONE-|||0; A 22 23|||Vm||||||REQUIRED|||-NONE-|||0"
This essay will discuss about both the benefits and down sides of using social media in the contemporary society .,This essay will discuss about both the benefits and down sides of using social media in contemporary society .,A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Nowadays , social media are able to disseminate information faster than any other media .","Nowadays , social media are able to disseminate information faster than any other media .",NONE
There are about 50 % of the people who have learnt about breaking news from social media .,about 50 About of the people have learnt breaking learn social media .,A 0 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 2 3|||Mec|||About|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 11|||Vt|||learn|||REQUIRED|||-NONE-|||0
This is due to people spending comparatively more time on social networking than time on reading newpapers .,This is due to people spending more time on social networking than time reading newpapers .,A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 13 14|||Rloc-||||||REQUIRED|||-NONE-|||0
"Furthermore , with the current technology , smartphones are able to get access to social media sites which have made easier for consumers to use .","Furthermore , with current technology , smartphones are able to get access to social media sites which that made been easier for consumers to use .",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 17 18|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 19 19|||V0|||been|||REQUIRED|||-NONE-|||0
"Hence , social media has benefited the masses by equipping them with a powerful tool to disseminate information almost immediate to the people around them .","Hence , social media has benefited the masses by equipping them with a powerful tool to disseminate information almost immediately to the people around them .",A 19 20|||Wform|||immediately|||REQUIRED|||-NONE-|||0
"However , critics may argue that not all information or news disseminated are reliable .","However , critics may argue that not all information or news disseminated is reliable .",A 12 13|||SVA|||is|||REQUIRED|||-NONE-|||0
There might be false information or hoaxes spreading around on social media .,There might be false information or hoaxes spreading around on social media .,NONE
"For example , in 2012 , there were false rumors of fires , shootouts , and caravans of gunmen in a Mexico City suburb which had spread through Twitter and Facebook .","For example , in 2012 , there were false rumors of fires , shootouts , and caravans of gunmen in a Mexico City suburb which had spread through Twitter and Facebook .",NONE
"This had caused panic among the people who had flooded the local police department with numerous phone calls , and this had resulted temporarily closed of schools .","This had caused panic among the people , who had flooded the local police department with numerous phone calls , and had resulted temporary closure closed of schools .","A 7 7|||Mec|||,|||REQUIRED|||-NONE-|||0; A 21 22|||Vt||||||REQUIRED|||-NONE-|||0; A 23 23|||Prep|||in the|||REQUIRED|||-NONE-|||0; A 23 24|||Wform|||temporary|||REQUIRED|||-NONE-|||0; A 24 25|||Wform|||closure|||REQUIRED|||-NONE-|||0"
"The spreading of false information can be a potential psychological threat to everyone , given that social media can disseminate information in a realtively fast speed .","The spreading of false information can be a potential psychological threat to everyone , given that social media can disseminate information at a relatively fast speed .",A 21 22|||Prep|||at|||REQUIRED|||-NONE-|||0; A 23 24|||Mec|||relatively|||REQUIRED|||-NONE-|||0
"Nevertheless , there are cyber polices who roam around these social networking platforms to prevent these hoaxes spreading around .","Nevertheless , there are cyber police who roam these social networking platforms to prevent these hoaxes spreading around .",A 5 6|||Mec|||police|||REQUIRED|||-NONE-|||0; A 8 9|||Prep||||||REQUIRED|||-NONE-|||0
"But , there will still be unreliable sources spreading false information on social media sites despite high security to control almost every social networking movement .","But , there will still be unreliable sources spreading false information on social media sites , despite high security to control almost every social networking movement .","A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0"
"Social media are able to improve relationship and make new friends , provided that there is mutual trust and mutual understanding between both parties .","Social media are able to improve relationships and help make new friends , provided that there is mutual trust and mutual understanding between both involved parties .",A 6 7|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 8 8|||V0|||help|||REQUIRED|||-NONE-|||0; A 24 24|||V0|||involved|||REQUIRED|||-NONE-|||0
"Many of the teenagers today claimed that they are able to keep in touch with their friends through social media , regardless of their location .","Many the today claimed that claim are able to keep in touch with their friends through social media , regardless of their location .",A 1 2|||Prep||||||REQUIRED|||-NONE-|||0; A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 6|||Vt|||claim|||REQUIRED|||-NONE-|||0
"In the past , people used to writing letters to their friends and it will take relatively long time to send the letter over .","In the past , people used to write letters to their friends , and would will a take relatively long time to send the letter over .","A 7 8|||Vform|||write|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0; A 14 15|||Vm|||would|||REQUIRED|||-NONE-|||0; A 16 16|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0"
"Therefore , with the help of technology , people are able to catch up wth each other conveniently .","Therefore , with the help of technology , people are able to catch up with each other conveniently .",A 14 15|||Mec|||with|||REQUIRED|||-NONE-|||0
"Furthermore , it will be easier to make new friends find who have simliar interests or hobbies .","Furthermore , it is easier to make new friends find have simliar interests or hobbies .",A 3 5|||Vt|||is|||REQUIRED|||-NONE-|||0; A 10 11|||Rloc-||||||REQUIRED|||-NONE-|||0
"However , in order for people to maintain their relationship as well as making new friends , it requires mutual trust and understanding between both parties .","However , in order for people to maintain their relationships as well as making new friends , it requires mutual trust and understanding between both parties .",A 9 10|||Nn|||relationships|||REQUIRED|||-NONE-|||0
It might not be accurate to judge the other party 's feelings over social media as one may cover up their emotions while on social media .,"It might not be accurate to judge the other party 's feelings over social media , as one may cover up their emotions while on social media .","A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0"
"In addition , there are also chances for people to miscommunicate with each other as they can not sense the tone of the other party over social media platforms .","In addition , there are also chances for people to miscommunicate with each other , as they can not sense the tone of the other party over social media platforms .","A 14 14|||Mec|||,|||REQUIRED|||-NONE-|||0"
This will result in unnecessary conflicts between two parties over miscommunication .,This results in unnecessary conflicts between two parties over miscommunication .,A 1 3|||Vt|||results|||REQUIRED|||-NONE-|||0
"But , if there is trust and mutual understand on social media , it will be ideal for people to improve relationship and make new friends .","But , if there is trust and mutual understanding on social media , it is ideal an platform for people to relationships relationship and make new friends .",A 8 9|||Wform|||understanding|||REQUIRED|||-NONE-|||0; A 14 16|||Vt|||is|||REQUIRED|||-NONE-|||0; A 16 16|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||platform|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||relationships|||REQUIRED|||-NONE-|||0
"In conclusion , social media in the contemporary society is able to help one improve relationship and make new friends , as well as , disseminate information efficiently to the masses .","In conclusion , social media in contemporary society is able to help one improve relationship relationships make new friends , as well as , information efficiently to the masses .",A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 24 25|||Mec||||||REQUIRED|||-NONE-|||0
"However , there are risks of false information and chances of miscommunication .","However , there are risks of false information and chances of miscommunication .",NONE
"Nevertheless , the advantages of social media will benefit the masses if the negative aspects of it can be carefully taken care of .","Nevertheless , the advantages of social media will benefit the masses if the negative aspects of it can be carefully taken care of .",NONE
"All-in-all , social media is the product of rapid technological advancement and there are more to come in future .","All in all , social media is the product of rapid technological advancement and there are more to come in the future .",A 0 1|||Mec|||All in all|||REQUIRED|||-NONE-|||0; A 18 18|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
Advantages : Social media sites have greatly ease long distance communication and interaction due to its accessibility and convenience .,Social media sites have greatly ease long eased communication and interaction due to its accessibility their convenience .,A 0 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 8|||Vt|||eased|||REQUIRED|||-NONE-|||0; A 15 16|||Pref|||their|||REQUIRED|||-NONE-|||0
"With a globalised and interconnected world today , Twitter and Facebook are now the mainstream platform for social interaction .","With a globalised and interconnected world today , Twitter and Facebook are now the mainstream platforms for social interaction .",A 15 16|||Nn|||platforms|||REQUIRED|||-NONE-|||0
"With just a touch away from any meida/electronic devices , one can easily interact and communicate with his friends without much hassle .","just Being a touch away from any media/electronic devices , one can easily interact and communicate with friends without much hassle .",A 0 1|||Prep||||||REQUIRED|||-NONE-|||0; A 1 1|||V0|||Being|||REQUIRED|||-NONE-|||0; A 7 8|||Mec|||media/electronic|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Thus , long distance relationship or friendship can be maintain and keeping in touch with your circle of friends has been made much easier .","Thus , long distance relationships and friendships can be maintained , and keeping in touch with your circle of friends has been made much easier .","A 4 5|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 5 6|||Trans|||and|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||friendships|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||maintained ,|||REQUIRED|||-NONE-|||0"
"With the sharing of personal photos , posting of status of one 's personal feeling or experience and able to reply to these posts allowed human interaction to be engage and expand with ease .","With the sharing of personal photos , posting of statuses of one 's personal feelings or experiences , and ability able to reply to these social media have , posts allowed human engaging to to be engage and expand with ease .","A 9 10|||Nn|||statuses|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||feelings|||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||experiences ,|||REQUIRED|||-NONE-|||0; A 18 18|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 18 19|||Wform|||ability|||REQUIRED|||-NONE-|||0; A 24 24|||Mec|||,|||REQUIRED|||-NONE-|||0; A 24 24|||Others|||social media have|||REQUIRED|||-NONE-|||0; A 29 30|||Vform|||engaging|||REQUIRED|||-NONE-|||0; A 31 31|||Prep|||to|||REQUIRED|||-NONE-|||0"
Introverts or those who are shy to communicate with their friends are now able to do so in the form of words via social media platform .,Introverts or those who are shy want who to communicate with their friends are now able to do so in the form of words via platforms media platform .,A 6 6|||Pref|||who|||REQUIRED|||-NONE-|||0; A 6 6|||V0|||want|||REQUIRED|||-NONE-|||0; A 25 26|||Nn|||platforms|||REQUIRED|||-NONE-|||0
"Thus , socialisation can occur seamlessly and effectively with the utilisation of such social media platforms.Meet-ups and appointments are no longer a barrier for humans to contact and communicate with one another , making human interaction possible at one 's own convenience .","Thus , socialisation can occur seamlessly and effectively with the utilisation of such social media platforms . Meet-ups and appointments are no longer a barrier for humans to make contact and communicate with one another , making human interaction possible at one 's own convenience .",A 15 16|||Mec|||platforms . Meet-ups|||REQUIRED|||-NONE-|||0; A 26 26|||V0|||make|||REQUIRED|||-NONE-|||0
The society will adapt to such phenomenon as physical interaction are transformed into cyber interaction .,society Society adapt to such this as of interaction are being into cyber interaction .,A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Society|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0; A 7 8|||Prep|||of|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||being|||REQUIRED|||-NONE-|||0
"With the frequent usage and reliance of the social media and the Internet , a society that socialises through the cyber will be more advance and adapted to the highly connected world .","With the frequent usage of and on the social media and the Internet , a society that socialises digitally will be more advance and advanced to the highly connected world .",A 4 4|||Prep|||of|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||on|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 21|||Wci|||digitally|||REQUIRED|||-NONE-|||0; A 24 25|||Mec|||advanced|||REQUIRED|||-NONE-|||0
This will greatly help a society to progress rapidly .,This will greatly help a society to progress rapidly .,NONE
Disadvantages : One of the main concerns of using social media platform to communicate is credibility .,One of the main concerns of using social media platform to platforms is credibility .,A 0 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||platforms|||REQUIRED|||-NONE-|||0
"The certainty of what is being shared or expressed could not be proven physically as media limits this physical interaction , except when using a webcam to chat .","The certainty of what is being shared or expressed can not be proven physically as media limits physical interaction , except when using a webcam to chat .",A 9 10|||Vm|||can|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet||||||REQUIRED|||-NONE-|||0
We can not be certain for sure the reliabilty or truth of some posts or information we received through the Inetrnet .,We can not be certain of the reliabilty or truth of some posts or information we received receive the Inetrnet .,A 5 6|||Prep|||of|||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 17 18|||Vt|||receive|||REQUIRED|||-NONE-|||0
"We may in actual fact communicating with a hoax Facebook acccount of a cyber friend , which we assume to be real but in reality , it is a fake account .","We may in actual fact be communicating with a hoax Facebook acccount of a cyber , that we assume to be real , but in , it is a fake account .","A 5 5|||V0|||be|||REQUIRED|||-NONE-|||0; A 15 16|||Mec||||||REQUIRED|||-NONE-|||0; A 16 17|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 22 22|||Mec|||,|||REQUIRED|||-NONE-|||0; A 25 26|||Mec||||||REQUIRED|||-NONE-|||0"
Photos and informations retrieved from their profile page may be fabricated to suit certain personal agenda .,Photos and information retrieved from their profile page may be fabricated to suit a certain personal agenda .,A 2 3|||Mec|||information|||REQUIRED|||-NONE-|||0; A 13 13|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"Thus , the lack of face-to-face human contact through social media restricts actual interaction which can be stimulated through the media .","Thus , the lack of face-to-face human contact through social media restricts the actual that which can be stimulated through the media .",A 12 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 14 15|||Ssub|||that|||REQUIRED|||-NONE-|||0
"Although emocons can be used to show certain emotion , this differs from the real authentic emotion of your friends when you observed them through their body language and their facial expression .","Although emoticons can be used to show certain emotions , this differs from the real authentic emotion of your friends when you observe through body language and their facial . expressions",A 1 2|||Mec|||emoticons|||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||emotions|||REQUIRED|||-NONE-|||0; A 22 23|||Vt|||observe|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0; A 24 25|||Prep||||||REQUIRED|||-NONE-|||0; A 29 30|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 31 32|||Nn|||expressions|||REQUIRED|||-NONE-|||0
The danger of such media socialisation is the uncertainty of such communication due to lack of physical interaction .,The danger of such media socialisation is the uncertainty of such communication due to a lack of physical interaction .,A 14 14|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"Furthermore , this lack of physical interaction has affected human inter-personal behaviour since communication is made through social media instead of meet-ups .","Furthermore , this lack of physical interaction has affected human interpersonal behaviour , since communication is made through social media instead of meet-ups .","A 10 11|||Mec|||interpersonal|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0"
This lowers the experience of human ability to interact with one another which can adversely shape one 's behaviour .,"This lowers the of ability to interact with one another which can , adversely shape one 's behaviour .","A 3 4|||Rloc-||||||REQUIRED|||-NONE-|||0; A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0"
The lack of exposure to real life interaction with humans with not create the confidence and skills needed for one to interact seamlessly and effectively with others .,The lack of exposure to real-life interaction with humans with create will the confidence and skills needed for one to interact seamlessly and effectively with others .,A 5 7|||Mec|||real-life|||REQUIRED|||-NONE-|||0; A 10 11|||Prep||||||REQUIRED|||-NONE-|||0; A 11 11|||Vt|||will|||REQUIRED|||-NONE-|||0
"Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction between its people .",A 26 27|||Prep|||between|||REQUIRED|||-NONE-|||0
"Nowadays , people can even use their phone to read news and everyone can be the first witnesses of what is happening in the world .","Nowadays , people can use their phone to read news and , anyone can be the first witness of what is happening in the world .","A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 11|||Mec|||,|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||anyone|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||witness|||REQUIRED|||-NONE-|||0"
People use Twitter to follow the artiste or celebrity they love and Facebook to see what is their friends ' recent activity .,"People use Twitter to follow the artist or celebrity they love , and Facebook to see is their friends ' recent activity is .","A 6 7|||Mec|||artist|||REQUIRED|||-NONE-|||0; A 11 11|||Mec|||,|||REQUIRED|||-NONE-|||0; A 16 17|||WOinc||||||REQUIRED|||-NONE-|||0; A 22 22|||WOinc|||is|||REQUIRED|||-NONE-|||0"
"Nevertheless , they still can use phone to do normal call and message to contact .","Nevertheless , they still can use phones normally , make normal calls and messages message contacts contact .","A 6 7|||Nn|||phones|||REQUIRED|||-NONE-|||0; A 7 7|||WOadv|||normally ,|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||make|||REQUIRED|||-NONE-|||0; A 9 10|||WOadv||||||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||calls|||REQUIRED|||-NONE-|||0; A 12 12|||V0|||write|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||messages|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||contacts|||REQUIRED|||-NONE-|||0"
"Not only the phone did the jobs for them , but also devices like personal computer , laptop , tablet , and many other devices which are able to connect to internet .","Not only does the do these the jobs for them , so can also devices computers personal laptops , tablets , tablet , and many that devices which are able to Internet connect to internet .",A 2 2|||V0|||does|||REQUIRED|||-NONE-|||0; A 4 5|||Vt|||do|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet|||these|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||so|||REQUIRED|||-NONE-|||0; A 12 12|||V0|||can|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||computers|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||laptops|||REQUIRED|||-NONE-|||0; A 19 20|||Nn|||tablets|||REQUIRED|||-NONE-|||0; A 25 26|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 31 31|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 31 32|||Mec|||Internet|||REQUIRED|||-NONE-|||0
It is obvious to see that internet saves people 's time and also connect people globally .,"It is obvious to see the Internet saves people 's time , and connects connect people globally .","A 5 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 6 7|||Mec|||Internet|||REQUIRED|||-NONE-|||0; A 11 11|||Mec|||,|||REQUIRED|||-NONE-|||0; A 13 14|||SVA|||connects|||REQUIRED|||-NONE-|||0"
Several arguments have been made regarding the social media actually have some inevitable disadvantages to people .,Several arguments have been made regarding social media actually have having inevitable disadvantages to for .,A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||having|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||for|||REQUIRED|||-NONE-|||0
People can only use electical devices to access internet .,People can only use electrical devices to the Internet .,A 4 5|||Mec|||electrical|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||Internet|||REQUIRED|||-NONE-|||0
"Whenever they need to use social media , they have to use a phone or internet .","Whenever they need to use social media , they have to use a phone or some other Internet-connected device .",A 15 16|||Others|||some other Internet-connected device|||REQUIRED|||-NONE-|||0
Generally people need they eyes to look at the display screen of their phone or computer and fingers to manipulate the corresponding device .,"Generally , people their they eyes to look at the screen of their phone or computer , and fingers to manipulate the corresponding device .","A 1 1|||Mec|||,|||REQUIRED|||-NONE-|||0; A 3 4|||Mec|||their|||REQUIRED|||-NONE-|||0; A 10 11|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 16|||Mec|||,|||REQUIRED|||-NONE-|||0"
"As a result , they will lose eyes to contact and hands to express their feeling to people nearby them , which means they have lost the tools they need for face-to-face contact communicating .","As a result , they will lose eye-contact and hands wo n't be able to use their their feeling to feelings nearby them with which means they have lost the tools they need for face-to-face contact communicating .",A 7 10|||Wci|||eye-contact|||REQUIRED|||-NONE-|||0; A 10 11|||V0|||wo n't be able to use|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||feelings|||REQUIRED|||-NONE-|||0; A 18 19|||Prep|||with|||REQUIRED|||-NONE-|||0; A 33 34|||Rloc-||||||REQUIRED|||-NONE-|||0
This can be easily seen in restaurants or cafes nowadays .,This can be easily seen in restaurants or cafes nowadays .,NONE
"A family of four having dinners in a restaurant without any chatting , because their holding and looking at their display screen with one hand when the other hand is holding a fork .","A family of four having dinner in a restaurant without any chatting , because they are holding and looking at their displays with one hand when while other hand is holding a fork .",A 5 6|||Nn|||dinner|||REQUIRED|||-NONE-|||0; A 14 15|||Wtone|||they are|||REQUIRED|||-NONE-|||0; A 20 21|||Nn|||displays|||REQUIRED|||-NONE-|||0; A 21 22|||Rloc-||||||REQUIRED|||-NONE-|||0; A 25 26|||Trans|||while|||REQUIRED|||-NONE-|||0
"A group of friends having high tea in a caf é without chatting as well , because they do not know what to talk but pressing on their display screen .","A group of friends having high tea in a caf é without chatting as well , because they do not know what to talk so press pressing on display screens .","A 24 24|||Prep|||about ,|||REQUIRED|||-NONE-|||0; A 24 25|||Trans|||so|||REQUIRED|||-NONE-|||0; A 25 26|||Vform|||press|||REQUIRED|||-NONE-|||0; A 28 29|||Rloc-||||||REQUIRED|||-NONE-|||0; A 29 30|||Nn|||screens|||REQUIRED|||-NONE-|||0"
"The children nowadays do not know what is neighbourhood games and who is staying beside them , all they know is pressing icons on the screens .","children Children do not know what is games and who or is staying them , all ; know is pressing icons on the screens .",A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Children|||REQUIRED|||-NONE-|||0; A 7 8|||WOinc||||||REQUIRED|||-NONE-|||0; A 10 10|||WOinc|||are|||REQUIRED|||-NONE-|||0; A 10 11|||Trans|||or|||REQUIRED|||-NONE-|||0; A 13 14|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||;|||REQUIRED|||-NONE-|||0
These are some concrete examples of how the socia media reduce face-to-face human contact .,These are some concrete examples of how socia social reduce face-to-face human contact .,A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||social|||REQUIRED|||-NONE-|||0
"When people get use of using socia media to contact other people , what will happen is that their interpersonal communicating skills will degrade and lost eventually .","When people get used to using socia media to contact other people , what will happen is that their interpersonal communication skills will degrade and be lost eventually .",A 3 4|||Vm|||used|||REQUIRED|||-NONE-|||0; A 4 5|||Prep|||to|||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||communication|||REQUIRED|||-NONE-|||0; A 25 25|||WOadv|||eventually|||REQUIRED|||-NONE-|||0; A 25 25|||V0|||be|||REQUIRED|||-NONE-|||0; A 26 27|||WOadv||||||REQUIRED|||-NONE-|||0
"Firstly , they have lost the courage to meet strangers , not even the courage to talk .","Firstly , they will lose the courage to meet strangers , not or the courage to talk .",A 3 5|||Vt|||will lose|||REQUIRED|||-NONE-|||0; A 11 12|||Trans|||or|||REQUIRED|||-NONE-|||0
"Also , they will not have enough experience to communicate with people in face and not be trained in their conversation skills .","Also , they will not have enough experience to communicate with people in person and not be trained in conversation conversational .",A 13 14|||Wci|||person|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||conversational|||REQUIRED|||-NONE-|||0
"As a result , social media helps them do the jobs but indirectly affects their interpersonal skills .","As a result , social media will help them do their jobs but will affect affects their interpersonal skills .",A 6 7|||Vt|||will help|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 12 12|||Vt|||will|||REQUIRED|||-NONE-|||0; A 13 14|||Vt|||affect|||REQUIRED|||-NONE-|||0
Social media does have some other advantages beside their general benefits to human being .,Social media does have some other advantages beside their general benefits to human beings .,A 13 14|||Nn|||beings|||REQUIRED|||-NONE-|||0
"First of all , people saves money by using internet to contact other people and reading news .","First of all , people save money by the Internet to contact other people and read news .",A 5 6|||SVA|||save|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 9 10|||Mec|||Internet|||REQUIRED|||-NONE-|||0; A 15 16|||Vform|||read|||REQUIRED|||-NONE-|||0
A father may be able to make a call to his daughter who is in other country via socia media software instead of making international call which costs a lot to normal salary family .,"A father may be able to make a call to his daughter who is in another country via social media instead of making international an call , which costs a lot normal-income salary family .","A 15 16|||ArtOrDet|||another|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||social|||REQUIRED|||-NONE-|||0; A 20 21|||Rloc-||||||REQUIRED|||-NONE-|||0; A 24 24|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 26 26|||Mec|||,|||REQUIRED|||-NONE-|||0; A 31 33|||Wci|||normal-income|||REQUIRED|||-NONE-|||0"
He can even talk to her daughter face-to-face using video call via internet .,He can even talk to her daughter face-to-face using video calls the Internet .,A 10 11|||Nn|||calls|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 12 13|||Mec|||Internet|||REQUIRED|||-NONE-|||0
"Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","Secondly , people make friends all over the world and easily are able to update their friends his activity easily .",A 3 4|||SVA|||make|||REQUIRED|||-NONE-|||0; A 10 10|||V0|||are|||REQUIRED|||-NONE-|||0; A 10 10|||WOadv|||easily|||REQUIRED|||-NONE-|||0; A 15 15|||Prep|||with|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 19|||WOadv||||||REQUIRED|||-NONE-|||0
