Before Statements,After Statements,Error Correction
"Imagine you are living like a normal person but suddenly one day your relative comes tells you that actually there are some possibilities that you may encounter some disease in the future, what kind of feeling are you going to have?","Imagine you are living like a normal person but suddenly one day your relative comes and tells you that actually there is a possibility that you may get some disease in the future, what kind of feelings are you going to have?","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Trans'}, {'idx_src': [20], 'idx_tgt': [21], 'corr_type': 'SVA'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [23], 'corr_type': 'Nn'}, {'idx_src': [26], 'idx_tgt': [27], 'corr_type': 'Wci'}, {'idx_src': [36], 'idx_tgt': [37], 'corr_type': 'Nn'}]"
It may affect our daily lives and we will think about it every day.,It may affect our daily lives and we will think about it every day.,[]
We become so anxious that we can not focus on everything.,We will become so anxious that we can not focus on anything.,"[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Vm'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Wci'}]"
"At the same time, there will also be chances that the genetic test result is not correct which means they are actually wasting their lives worrying about this thing, so actually we are bringing trouble to them.","At the same time, there will also be a chance that the genetic test results are not correct, which means they are actually wasting their lives worrying about this matter, so actually we would be bringing trouble to them.","[{'idx_src': [9], 'idx_tgt': [9, 10], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Nn'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [29], 'idx_tgt': [31], 'corr_type': 'Wtone'}, {'idx_src': [34], 'idx_tgt': [36, 37], 'corr_type': 'Vm'}]"
Personally I feel that we still should take our responsibility to tell them the situation.,Personally I feel that we should still take the responsibility of telling them about the situation.,"[{'idx_src': [5, 6], 'idx_tgt': [5, 6], 'corr_type': 'WOadv'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Prep'}]"
"Since this will really affect their lives, what we should do is to try to make it in a positive way.","Since this will really affect their lives, what we should do is to try to present it in a positive way.","[{'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wci'}]"
We can not let it go.,We can not let it go.,[]
"We should know that although we may affect their lives, we can still let them make correct choices in the future.","We should know that although this may affect their lives, we can still let them make good choices for the future.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
It is only after we tell them will they start paying attention to their health.,It is only after we tell them that they will start paying attention to their health.,"[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Ssub'}, {'idx_src': [7, 8], 'idx_tgt': [8, 9], 'corr_type': 'WOinc'}]"
They will consider whether to give a birth to a new baby because of this genetic problem and they will start finding ways to try to avoid their baby to carry this genetic risk as well.,They will consider whether to give a birth to a new baby because of this genetic problem and they will start finding ways to try to avoid their baby carrying this genetic risk as well.,"[{'idx_src': [29], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [30], 'idx_tgt': [29], 'corr_type': 'Vform'}]"
They always have a choice about whether to undergo the genetic test or not.,They always have a choice about whether to undergo the genetic testing or not.,"[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vform'}]"
"Maybe after we tell them, they will go for it and know more about themselves.","Maybe after we tell them, they will go for it and find out more about themselves.","[{'idx_src': [12], 'idx_tgt': [12, 13], 'corr_type': 'Wci'}]"
"I know it will have a huge impact on them, but we should know that they are our loved ones, we need to tell them and help them.","I know it will have a huge impact on them, but we should know that they are our loved ones, and we need to tell them and help them.","[{'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Trans'}]"
A genetic risk carrier should be obliged to tell,A genetic risk carrier should be obliged to tell.,"[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
Genetic testing will be conducted when the individual is at risk of some possible disease.,Genetic testing will be conducted when the individual is at risk of some possible disease.,[]
"Once the test is done, whether the results should be open to his or her relatives has caused social extensive controversy.","Once the test is done, whether the results should be open to their relatives has caused extensive controversy.","[{'idx_src': [13, 14, 15], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Some say it is a kind of invasion of privacy for the carrier and should be protected.,Some say it is a kind of invasion of privacy for the carrier and their privacy should be protected.,"[{'idx_src': [], 'idx_tgt': [14, 15], 'corr_type': 'Others'}]"
He or she has the right not to tell anyone.,They have the right not to tell anyone.,"[{'idx_src': [0, 1, 2], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [3], 'idx_tgt': [1], 'corr_type': 'SVA'}]"
"However, in my opinion, it is the obligation of a carrier of a known genetic risk to tell his or her relatives about his or her actual situation.","However, in my opinion, it is the obligation of a carrier of a known genetic risk to tell their relatives about their actual situation.","[{'idx_src': [20, 21, 22], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [25, 26, 27], 'idx_tgt': [23], 'corr_type': 'Pref'}]"
This essay will illustrate in two aspects.,This essay will illustrate why in two arguments.,"[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'Others'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'Wci'}]"
"First of all, it can be an alert for the family members of the patient and let them be aware of the possible disease that they may also have.","First of all, it can be a warning to the family members of the patient to let them be aware of the possible disease that they may also have.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Prep'}]"
"As we all know, genetic risk carriers are likely to pass the genetics to their family members.","As we all know, genetic risk carriers are likely to pass the genes on to their family members.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Prep'}]"
"Once one person in the family is found to be carrying risky genetic, other members in his or her family may also have the risk of disease.","Once one person in the family is found to be carrying a genetic risk, other members of their family may also have the risk of disease.","[{'idx_src': [11, 12], 'idx_tgt': [11, 12, 13], 'corr_type': 'WOadv'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Prep'}, {'idx_src': [17, 18, 19], 'idx_tgt': [18], 'corr_type': 'Pref'}]"
Some of the diseases may not show symptoms until the carrier is old enough.,Some of the diseases may not show symptoms until the carrier is of a certain age.,"[{'idx_src': [12, 13], 'idx_tgt': [12, 13, 14, 15], 'corr_type': 'Wci'}]"
"Therefore, telling the relatives about the situation may avoid a lot of trouble in this way and save much time for proper treatment.","Therefore, telling their relatives about the situation may avoid a lot of trouble in this way and save time for proper treatment.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Sometimes life may even be saved if they are told early and conduct timely treatment.,Sometimes lives may even be saved if they are told early and get treatment on time.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [13, 14], 'idx_tgt': [13, 14, 15], 'corr_type': 'WOadv'}]"
"So for the consideration for the other family members, the relatives should be informed.","So for the consideration of the other family members, the relatives should be informed.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Prep'}]"
"Secondly, it can avoid genetic disease passed to the next generation when they intend to have babies.","Secondly, it can avoid genetic disease being passed on to the next generation when they have babies.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'V0'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Prep'}]"
They should let their spouse know about his or her situation before marriage.,They should let their spouse know about their situation before marriage.,"[{'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}]"
They need to ask for doctor's advice before they plan to have a baby.,They need to ask for a doctor's advice before they plan to have a baby.,"[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}]"
"Some genetic gene will pass only to boys rather than girls, some are on the contrary.","Some genetic genes will pass only to boys rather than girls, some are the opposite.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [15], 'corr_type': 'Wci'}]"
"If the carrier refuses to tell the truth to his or her spouse, another life may have risk of inheriting the genetic disease.","If the carrier refuses to tell the truth to their spouse, another life may be at risk of inheriting the genetic disease.","[{'idx_src': [9, 10, 11], 'idx_tgt': [9], 'corr_type': 'Pref'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Prep'}]"
I noticed a real story on newspaper years ago.,I noticed a real story in the newspaper years ago.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}]"
A couple in China have a son of 5 years old.,A couple in China have a 5-year-old son.,"[{'idx_src': [6, 7, 8, 9, 10], 'idx_tgt': [6, 7], 'corr_type': 'WOadv'}]"
Their son unfortunately fell ill and he was diagnosis a kind of genetic disease which is very serious.,Their son unfortunately fell ill and he was diagnosed with a kind of genetic disease which is very serious.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Prep'}]"
They were told that the wife's family was carrying the polygenetic disorder and can pass only to boys rather than girls.,They were told that the wife's family was carrying the polygenetic disorder which can be passed only to boys rather than girls.,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Trans'}, {'idx_src': [15], 'idx_tgt': [15, 16], 'corr_type': 'V0'}]"
Therefore their son was inherited the genetic disease.,Therefore their son had inherited the genetic disease.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}]"
"However, the wife actually had already known about the polygenetic disorder before the marriage and she did not tell her husband.","However, the wife actually had already known about the polygenetic disorder before the marriage and she did not tell her husband.",[]
The son was died after one year's treatment and the couple got divorced later after that.,The son died after one year of treatment and the couple got divorced soon after that.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Npos'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Wci'}]"
"If the wife had not hind the truth and asked for doctor's advice before they have baby, the tragic would not happen.","If the wife had not hid the truth and asked for a doctor's advice before they had the baby, the tragedy would not have happened.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Wform'}, {'idx_src': [23], 'idx_tgt': [25, 26], 'corr_type': 'V0'}]"
"In a nutshell, a carrier of a known genetic risk has the responsibility to tell his or her relatives.","In a nutshell, a carrier of a known genetic risk has a responsibility to tell their relatives.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [16, 17, 18], 'idx_tgt': [16], 'corr_type': 'Pref'}]"
"On the one hand, it can tell members of the carrier's family the possible disease they may have and can perform treatment in time if possible.","On one hand, it can alert members of the carrier's family to the possible disease they may have and they can receive treatment in time if possible.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Others'}, {'idx_src': [22], 'idx_tgt': [23], 'corr_type': 'Wci'}]"
"On the other hand, it may pass the disease to the next generation if the carrier hides the truth.","On the other hand, they may pass the disease to the next generation if the carrier hides the truth.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Pref'}]"
"Nowadays, with the advancement of technology, it is easy to do a genetic testing.","Nowadays, with the advancement of technology, it is easy to do genetic testing.","[{'idx_src': [13], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
We can not deny that the genetic testing really helps people a lot when they face the disorder problem.,We can not deny that genetic testing really helps people a lot when they face the problem of disease.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17, 18], 'idx_tgt': [16, 17, 18], 'corr_type': 'WOadv'}]"
"However, I thought that the genetic information is one person's personal privacy which should be protected by the law.","However, I think that the genetic information is a matter of a person's personal privacy which should be protected by the law.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vt'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [10, 11, 12], 'corr_type': 'Others'}]"
"Therefore, I thought a known genetic risk should not be obligated to tell his or her family or relatives.","Therefore, I think a carrier of a known genetic risk should not be obligated to tell their relatives.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [5, 6, 7], 'corr_type': 'Others'}, {'idx_src': [14, 15, 16], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [17, 18], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
There are three reasons as follows.,There are three reasons as follows.,[]
"Firstly, the information concerning to the genetic is something personally which is also a privacy like people's bank card key.","Firstly, information concerning genetics is something personal which is also a matter of privacy, like someone's bank card number.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [10], 'idx_tgt': [7], 'corr_type': 'Wform'}, {'idx_src': [15], 'idx_tgt': [12, 13, 14, 15], 'corr_type': 'Others'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wci'}]"
Other people should not be told without the person's permission even though they are his or her family or relatives.,Other people should not be told without the person's permission even if they are their relatives.,"[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Trans'}, {'idx_src': [15, 16, 17], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [18, 19], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The government should set the law to protect this kind of privacy.,The government should set a law to protect this kind of privacy.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}]"
Once people's genetic information is told to other people.,Once people's genetic information is told to other people.,[]
They may know the person's potential disabled disease or other bad things naturally.,They may know about the person's potential disabling disease or other bad things naturally.,"[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Wform'}]"
They may set a bias on this person even abandon his or her.,They may become biased against the person or even abandon them.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [4], 'idx_tgt': [3], 'corr_type': 'Wform'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Trans'}, {'idx_src': [10, 11, 12], 'idx_tgt': [10], 'corr_type': 'Pref'}]"
"People do not have the ability to choose their gene, they should not be thought badly because of bad gene.",People do not have the ability to choose their genes. They should not be thought badly of because of bad genes.,"[{'idx_src': [9, 10], 'idx_tgt': [9, 10], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Prep'}, {'idx_src': [20], 'idx_tgt': [21], 'corr_type': 'Nn'}]"
"So I think whatever the genetic is or whether the gene is match with their parents, it should not be told to anyone even his or her family or relatives.","So I think whatever the genetic results are or whether the genes are a match with their parents, it should not be told to anyone, not even their relatives.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Others'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Others'}, {'idx_src': [25, 26, 27], 'idx_tgt': [29], 'corr_type': 'Pref'}, {'idx_src': [28, 29], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Secondly, the carrier of a known genetic risk may destroy the peace of a family even broken the relation between children with the adult.","Secondly, a carrier of a known genetic risk may destroy the family harmony and even destroy the relationship between children and their parents.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [12, 13, 14, 15], 'idx_tgt': [12, 13], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Trans'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [18], 'corr_type': 'Wform'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'Trans'}, {'idx_src': [23], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [23], 'corr_type': 'Wci'}]"
Once his or her family or relatives know that the person does not have the relation with them.,Once their relatives know that the person does not have the relation with them.,"[{'idx_src': [1, 2, 3], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [4, 5], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"However happy they were before, there would be some barrier appears which will truly destroy the family gradually.","However happy they were before, some barrier would appear which would gradually destroy the family.","[{'idx_src': [6, 7, 8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [11], 'idx_tgt': [8, 9], 'corr_type': 'Vm'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Vm'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'WOadv'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
The relationship between the parents and their children should not be tested only in the genetic way; it is something much deeper and tighter.,The relationship between parents and their children should not be based only on genetics; it is something much deeper and tighter.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [13], 'corr_type': 'Wform'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"The parents give knowledge and love to the children, meanwhile they feel happy with the accompany of the children.","The parents give knowledge and love to their children, and meanwhile they feel happy with the company of their children.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Trans'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Wform'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'ArtOrDet'}]"
The children rely the parent to live.,The children rely on their parents to live.,"[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [3], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [4], 'idx_tgt': [5], 'corr_type': 'Nn'}]"
"When they grow up, they take care of the old parents and thank for their dedication.","When they grow up, they will take care of their eldery parents and thank them for their dedication.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Vm'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Pref'}]"
The relation between parents and children is something about love and dedication.,The relationship between parents and their children is about love and dedication.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Everyone does not want to see the scene of the broken family due to the carrier of a known genetic risk.,No one wants to see the scene of a broken family because of a carrier of a known genetic risk.,"[{'idx_src': [0, 1, 2], 'idx_tgt': [0, 1], 'corr_type': 'Wci'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}]"
"Therefore, I think a known genetic risk should not be obligated to tell his or her family or relatives without the person's permission.","Therefore, I think a person with a known genetic risk should not be obligated to tell their relatives.","[{'idx_src': [], 'idx_tgt': [5, 6], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [14, 15, 16], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [17, 18], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20, 21, 22, 23, 24], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Finally, the technology of testing the gene is not very mature now.","Finally, the technology of gene testing is not very advanced yet.","[{'idx_src': [5, 6, 7], 'idx_tgt': [5, 6], 'corr_type': 'WOinc'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Wci'}]"
There also exists some probability of wrong testing.,Some probability of inaccurate testing also exists.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [1, 2], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [3], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [5, 6], 'corr_type': 'WOinc'}]"
"If the wrong testing was not found by the doctor, the family and the children may be sad and have a struggling life for their whole life.","If the inaccurate testing was not noticed by the doctor, the family and the children may be unhappy and struggle for their whole lives.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [20], 'corr_type': 'Vform'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [27], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
Therefore I think a know genetic risk should not be obligated to tell his or her family or relatives.,Therefore I think a person with a known genetic risk should not be obligated to tell their relatives.,"[{'idx_src': [], 'idx_tgt': [4, 5], 'corr_type': 'Others'}, {'idx_src': [4], 'idx_tgt': [6, 7], 'corr_type': 'ArtOrDet'}, {'idx_src': [13, 14, 15], 'idx_tgt': [16], 'corr_type': 'Pref'}, {'idx_src': [16, 17], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Therefore, considering the people's privacy and the existence of wrong testing, for the peace of the family, I support that a know genetic risk should not be obligated to tell his or her family or relatives without the person's permission.","Therefore, considering people's privacy and the existence of incorrect testing, for the peace of the family, I support that a person with a known genetic risk should not be obligated to tell their relatives.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [24, 25], 'corr_type': 'Others'}, {'idx_src': [25], 'idx_tgt': [26, 27], 'corr_type': 'ArtOrDet'}, {'idx_src': [34, 35, 36], 'idx_tgt': [36], 'corr_type': 'Pref'}, {'idx_src': [37, 38], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [40, 41, 42, 43, 44], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,[]
More and more illness are discovered to be related to some genes with the development of the medical technology.,More and more illnesses are being discovered to be related to genes thanks to the development of medical technology.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'V0'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [12, 13], 'corr_type': 'Wci'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
People will know about whether they carry a disease on their genes after they have done the genetic test.,People will know whether they carry a disease in their genes after they have done a genetic test.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}]"
"If there is no problem, that will be wonderful.","If there is no problem, that would be wonderful.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vm'}]"
"However, not everybody is so lucky that they can make sure they do not carry any disease genes.","However, not everybody is so lucky that they can be sure they do not carry any genetic diseases.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [17, 18], 'idx_tgt': [17, 18], 'corr_type': 'WOadv'}]"
"Therefore, once people find they have carried the disease genes, they should be responsible to tell their relatives, at least their family members.","Therefore, once people find that they are a carrier of a genetic disease, they should be responsible for telling their relatives, at least their immediate family members.","[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Ssub'}, {'idx_src': [6], 'idx_tgt': [7, 8], 'corr_type': 'Wci'}, {'idx_src': [7], 'idx_tgt': [9], 'corr_type': 'Wform'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9, 10], 'idx_tgt': [10, 11, 12, 13], 'corr_type': 'WOinc'}, {'idx_src': [16], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [20], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Others'}]"
