Before Statements,After Statements,Error Correction
"Although emocons can be used to show certain emotion, this differs from the real authentic emotion of your friends when you observed them through their body language and their facial expression.","Although emoticons can be used to show certain emotions, this differs from the real authentic emotion of your friends when you observe their body language and facial expressions.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Nn'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vt'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [29], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [28], 'corr_type': 'Nn'}]"
The danger of such media socialisation is the uncertainty of such communication due to lack of physical interaction.,The danger of such media socialisation is the uncertainty of such communication due to a lack of physical interaction.,"[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}]"
"Furthermore, this lack of physical interaction has affected human inter-personal behaviour since communication is made through social media instead of meet-ups.","Furthermore, this lack of physical interaction has affected human interpersonal behaviour, since communication is made through social media instead of meet-ups.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
This lowers the experience of human ability to interact with one another which can adversely shape one's behaviour.,"This lowers the human ability to interact with one another, which can adversely shape one's behaviour.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
The lack of exposure to real life interaction with humans with not create the confidence and skills needed for one to interact seamlessly and effectively with others.,The lack of exposure to real-life interaction with humans will not create the confidence and skills needed for one to interact seamlessly and effectively with others.,"[{'idx_src': [5, 6], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Vt'}]"
"Therefore, for an effective and efficient society, there is a need to have a balance of both social media interaction and face-to-face human interaction within its people.","Therefore, for an effective and efficient society, there is a need to have a balance of both social media interaction and face-to-face human interaction between its people.","[{'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'Prep'}]"
"Nowadays, people can even use their phone to read news and everyone can be the first witnesses of what is happening in the world.","Nowadays, people can use their phone to read news, and anyone can be the first witness of what is happening in the world.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Nn'}]"
People use Twitter to follow the artiste or celebrity they love and Facebook to see what is their friends 'recent activity.,"People use Twitter to follow the artist or celebrity they love, and Facebook to see what their friends 'recent activity is.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'WOinc'}]"
"Nevertheless, they still can use phone to do normal call and message to contact.","Nevertheless, they still can use phones normally, to make calls and write messages to contacts.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [7, 8], 'corr_type': 'WOadv'}, {'idx_src': [8], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'V0'}, {'idx_src': [12], 'idx_tgt': [14], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [16], 'corr_type': 'Nn'}]"
"Not only the phone did the jobs for them, but also devices like personal computer, laptop, tablet, and many other devices which are able to connect to internet.","Not only does the phone do these jobs for them, but so can devices like personal computers, laptops, tablets, and many other devices that are able to connect to the Internet.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'V0'}, {'idx_src': [4], 'idx_tgt': [5], 'corr_type': 'Vt'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'V0'}, {'idx_src': [15], 'idx_tgt': [17], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [19], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [21], 'corr_type': 'Nn'}, {'idx_src': [25], 'idx_tgt': [27], 'corr_type': 'Ssub'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [34], 'corr_type': 'Mec'}]"
It is obvious to see that internet saves people's time and also connect people globally.,"It is obvious to see the Internet saves people's time, and also connects people globally.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
Several arguments have been made regarding the social media actually have some inevitable disadvantages to people.,Several arguments have been made regarding social media actually having some inevitable disadvantages for people.,"[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Vform'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Prep'}]"
People can only use electical devices to access internet.,People can only use electrical devices to the Internet.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"Whenever they need to use social media, they have to use a phone or internet.","Whenever they need to use social media, they have to use a phone or some other Internet-connected device.","[{'idx_src': [15], 'idx_tgt': [15, 16, 17, 18], 'corr_type': 'Others'}]"
Generally people need they eyes to look at the display screen of their phone or computer and fingers to manipulate the corresponding device.,"Generally, people need their eyes to look at the display of their phone or computer, and fingers to manipulate the corresponding device.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}]"
"As a result, they will lose eyes to contact and hands to express their feeling to people nearby them, which means they have lost the tools they need for face-to-face contact communicating.","As a result, they will lose eye-contact won't be able to use their to express their feelings to people with them, which means they have lost the tools they need for face-to-face contact.","[{'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [8, 9, 10, 11, 12, 13], 'corr_type': 'V0'}, {'idx_src': [11], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [18], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [33], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
This can be easily seen in restaurants or cafes nowadays.,This can be easily seen in restaurants or cafes nowadays.,[]
"A family of four having dinners in a restaurant without any chatting, because their holding and looking at their display screen with one hand when the other hand is holding a fork.","A family of four having dinner in a restaurant without any chatting, because they are holding and looking at their displays with one hand while the other hand is holding a fork.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14, 15], 'corr_type': 'Wtone'}, {'idx_src': [20], 'idx_tgt': [21], 'corr_type': 'Nn'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Trans'}]"
"A group of friends having high tea in a caf é without chatting as well, because they do not know what to talk but pressing on their display screen.","A group of friends having high tea in a caf é without chatting as well, because they do not know what to talk about, so press on their screens.","[{'idx_src': [], 'idx_tgt': [24, 25], 'corr_type': 'Prep'}, {'idx_src': [24], 'idx_tgt': [26], 'corr_type': 'Trans'}, {'idx_src': [25], 'idx_tgt': [27], 'corr_type': 'Vform'}, {'idx_src': [28], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [29], 'idx_tgt': [30], 'corr_type': 'Nn'}]"
"The children nowadays do not know what is neighbourhood games and who is staying beside them, all they know is pressing icons on the screens.",Children nowadays do not know what neighbourhood games are or who is beside them; all they know is pressing icons on the screens.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'WOinc'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Trans'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
These are some concrete examples of how the socia media reduce face-to-face human contact.,These are some concrete examples of how social media reduce face-to-face human contact.,"[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Mec'}]"
"When people get use of using socia media to contact other people, what will happen is that their interpersonal communicating skills will degrade and lost eventually.","When people get used to using socia media to contact other people, what will happen is that their interpersonal communication skills will degrade and eventually be lost.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vm'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'V0'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
"Firstly, they have lost the courage to meet strangers, not even the courage to talk.","Firstly, they will lose the courage to meet strangers, or even the courage to talk.","[{'idx_src': [3, 4], 'idx_tgt': [3, 4], 'corr_type': 'Vt'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Trans'}]"
"Also, they will not have enough experience to communicate with people in face and not be trained in their conversation skills.","Also, they will not have enough experience to communicate with people in person and not be trained in conversational skills.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Wform'}]"
"As a result, social media helps them do the jobs but indirectly affects their interpersonal skills.","As a result, social media will help them do their jobs but will indirectly affect their interpersonal skills.","[{'idx_src': [6], 'idx_tgt': [6, 7], 'corr_type': 'Vt'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Vt'}, {'idx_src': [13], 'idx_tgt': [15], 'corr_type': 'Vt'}]"
Social media does have some other advantages beside their general benefits to human being.,Social media does have some other advantages beside their general benefits to human beings.,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}]"
"First of all, people saves money by using internet to contact other people and reading news.","First of all, people save money by the Internet to contact other people and read news.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Vform'}]"
A father may be able to make a call to his daughter who is in other country via socia media software instead of making international call which costs a lot to normal salary family.,"A father may be able to make a call to his daughter who is in another country via social media instead of making an international call, which costs a lot to normal-income family.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [31, 32], 'idx_tgt': [32], 'corr_type': 'Wci'}]"
He can even talk to her daughter face-to-face using video call via internet.,He can even talk to her daughter face-to-face using video calls the Internet.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
"Secondly, people makes friends all over the world and able to update their friends his recent activity easily.","Secondly, people make friends all over the world and are easily able to update their friends with recent activity.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'V0'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
A guy who is going travel for months can easily tell all of his friends about his activity.,A guy who is going travelling for months can easily tell all of his friends about his activity.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Vform'}]"
"When one of his friends who is not aware of this has failed to contact him via telephone calls, he might be able to get his whereabout using social media.","When one of his friends who is not aware of this has failed to contact him via telephone calls, she might be able to find his whereabouts using social media.","[{'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Wci'}, {'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'Mec'}]"
These are the advantages that save works most of the time.,These are the advantages that save work most of the time.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}]"
"In conclude, socia media benefits people in several ways but in the same time harms people.","In conclusion, social media benefit people in several ways, but at the same time harm people.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'SVA'}]"
People should avoid the misuse of socia media and use it in the proper way.,People should avoid the misuse of social media and use them in the proper way.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Pref'}]"
"With the aids of social media, people bonds globally, information flows rapidly, and human lives happily.","With the aid of social media, people bond globally, information flows rapidly, and humans live happily.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'SVA'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'SVA'}]"
All of us are living in the technology realm society.,All of us are living in a technological society.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wform'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Have you ever wondered why we use these tools to connect ourselves with other people?,Have you ever wondered why we use these tools to connect with other people?,"[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Pref'}]"
It started withthe invention of technology which has evolved tremendously over the past few decades.,It started with the invention of the technology that has evolved tremendously over the past few decades.,"[{'idx_src': [2], 'idx_tgt': [2, 3], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [8], 'corr_type': 'Ssub'}]"
"In the past, we travel by ship and now we can use airplane to do so.","In the past, we travelled by ship and now we can use an airplane to do so.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}]"
"In the past, it took a few days to receive a message as we need to post our letter and now, we can use e-mail which stands for electronic message to send messages to our friends or even use our handphone to send our messages.","In the past, it took a few days to receive a message, as we needed to post our letter, but now we can use e-mail, which stands for electronic mail, to send messages to our friends. We can even use our mobile phones to send our messages.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Trans'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'Mec'}, {'idx_src': [31], 'idx_tgt': [33, 34], 'corr_type': 'Wci'}, {'idx_src': [38], 'idx_tgt': [41], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [42, 43], 'corr_type': 'V0'}, {'idx_src': [42], 'idx_tgt': [47, 48], 'corr_type': 'Wci'}]"
From the example that I have mentioned earlier we can see that distance between us and our loved one are getting further apart.,"From the example that I mentioned earlier, we can see that the distance between us and our loved ones is getting further apart.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'SVA'}]"
"This is because by the ease of technology such as airplane, some of our friends might be going overseas to continue their studies or even you are away from your family to pursue your studies or even careers in life.","This is because, with the ease of technology such as airplanes, some of our friends might go overseas to continue their studies. Maybe even you are away from your family, to pursue your studies or even your career.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [17, 18], 'idx_tgt': [18], 'corr_type': 'Vt'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [40], 'corr_type': 'ArtOrDet'}, {'idx_src': [38], 'idx_tgt': [41], 'corr_type': 'Nn'}, {'idx_src': [39], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [40], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Thus, this makes Twitter and Facebook become one of the medium that we need.","Thus, this makes Twitter and Facebook the type of media that we need.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Nn'}]"
"Nevertheless,everything in life has positive and negative effects.","Nevertheless, everything in life has positive and negative effects.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2], 'corr_type': 'Mec'}]"
This is applicable to these social media sites.,This is applicable to these social media sites.,[]
The next two paragraphs will be discussing about the advantages and disadvantages of using social media in our society.,The next two paragraphs will discuss the advantages and disadvantages of using social media in our society.,"[{'idx_src': [5, 6], 'idx_tgt': [5], 'corr_type': 'Vform'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"With the help of social media tools, we can stay in contact and keep ourselves up to date with our family and friends even though we are away from them.","With the help of social media tools, we can stay in contact and keep ourselves up-to-date with our family and friends, even though we are away from them.","[{'idx_src': [16, 17, 18], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
Social media sites such as Facebook has allow us to share our pictures or even chat online with our parents while we are overseas.,Social media sites such as Facebook have allowed us to share our pictures or even chat online with our parents while we are overseas.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vt'}]"
This approaches help the parents to communicate with their children and know what kind of activities that their children have when they are overseas.,This approaches help the parents to communicate with their children and know what kind of experiences their children have when they are overseas.,"[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Wci'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Ssub'}]"
The social media is beneficial as it connect you and your loved one even though you are separated by the distance.,"Social media are beneficial as they connect you with your loved ones, even though you are separated by distance.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [12], 'idx_tgt': [11, 12], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
It might not be able to replace the joy that you have when you are with your family but it could help to reduce the sadness of being away from your family.,"It might not be possible to replace the joy that you have when you are with your family, but it could help to reduce the sadness of being away from your family.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"As I mentioned in the beginning, there is also disadvantages of social media tools.","As I mentioned in the beginning, there are also disadvantages of social media tools.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'SVA'}]"
One of them is that it reduce the level of concentration especially among the youngsters.,"One of them is that they reduce levels of concentration, especially among the youngsters.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
This is because it is part of everyone's habit to check their facebook's page as their friends will post something new every second.,"This is because it is one of everyone's habits to check their Facebook page, as their friends could post something new any second.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [13, 14], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Vm'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'ArtOrDet'}]"
"Thus, you can see that some students will browse facebook while attending lectures.","Thus, you can see that some students browsing Facebook while attending lectures.","[{'idx_src': [8, 9], 'idx_tgt': [8], 'corr_type': 'Vt'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
This means that the students are not concetrating when they supposed to do so.,This means that the students are not concetrating when they are supposed to do so.,"[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'V0'}]"
"As a result, it could affect their lives and studies.","As a result, it could affect their lives and studies.",[]
This will then could lead to stress as these students are not able to cope with their studies because they were distracted.,"This will then lead to stress, as these students will not be able to cope with their studies, because they were distracted.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
"In my opinion, every individual has to take responsibility of their own lives by making a right decision.","In my opinion, every individual has to take responsibility of their own life by making the right decisions.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
"There are advantages and disadvantages in using social media sites, however in this case striking balance between social media and lives is the most important thing to do.","There are advantages and disadvantages to using social media sites, however, in this case, striking a balance between social media and life is the most important thing to do.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [21], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
"Nowadays, the use of the sociall media platforms is a commonplace in our lives.","Nowadays, the use of the social media platforms is commonplace in our lives.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"In increasingly globalised world, such platforms even enhances and compliccates the links between indivduals in the world.","In an increasingly globalised world, such platforms even enhance and complicates links between indivduals in the world.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'SVA'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Thanks to them, people can get to know one another online, without having to travel to meet up for business purposes for companies or personal reasons.","Thanks to them, people can get to know one another online without having to travel to meet up for business purposes for companies, or for personal reasons.","[{'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Prep'}]"
"However, it is also bringing some social changes whereby such virtual worlds are overtaking the real-life world, resulting in some negative impacts in individuaul's daily lives and therefore becoming a large problem in societies as a whole.","However, they also bring about some social changes, whereby such virtual worlds are overtaking the real-life world, resulting in some negative impacts in individuals 'daily lives, and therefore becoming a large problem in societies as a whole.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Pref'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [25, 26], 'idx_tgt': [26, 27], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Mec'}]"
"As people spend more and more time on such social media sites, the importance of the face-to-face human contacts has decresed.","As people spend more and more time on such social media sites, the importance of face-to-face human contact has decresed.","[{'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [19], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
