Before Statements,After Statements,Error Correction
"However, in order for people to maintain their relationship as well as making new friends, it requires mutual trust and understanding between both parties.","However, in order for people to maintain their relationship as well as making new friends, it requires mutual trust and understanding between both parties.",[]
It might not be accurate to judge the other party's feelings over social media as one may cover up their emotions while on social media.,It might not be accurate to judge the other party's feelings over social media as one may cover up their emotions while on social media.,[]
"In addition, there are also chances for people to miscommunicate with each other as they can not sense the tone of the other party over social media platforms.","In addition, there are also chances for people to miscommunicate with each other, as they can not sense the tone of the other party over social media platforms.","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
This will result in unnecessary conflicts between two parties over miscommunication.,This will result in unnecessary conflicts between two parties over miscommunication.,[]
"But, if there is trust and mutual understand on social media, it will be ideal for people to improve relationship and make new friends.","But, if there is trust and mutual understanding on social media, it will be ideal for people to improve relationship and make new friends.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}]"
"In conclusion, social media in the contemporary society is able to help one improve relationship and make new friends, as well as, disseminate information efficiently to the masses.","In conclusion, social media in the contemporary society is able to help one improve relationships and make new friends, as well as, distribute information efficiently to the masses.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Nn'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Wci'}]"
"However, there are risks of false information and chances of miscommunication.","However, there are risks of false information and chances of miscommunication.",[]
"Nevertheless, the advantages of social media will benefit the masses if the negative aspects of it can be carefully taken care of.","Nevertheless, the advantages of social media will benefit the masses if the negative aspects of it can be carefully taken care of.",[]
"All-in-all, social media is the product of rapid technological advancement and there are more to come in future.","All-in-all, social media is the product of rapid technological advancement of which there are more to come in future.","[{'idx_src': [11], 'idx_tgt': [11, 12], 'corr_type': 'Trans'}]"
Advantages: Social media sites have greatly ease long distance communication and interaction due to its accessibility and convenience.,Advantages: Social media sites have greatly eased long distance communication and interaction due to accessibility and convenience.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vt'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Pref'}]"
"With a globalised and interconnected world today, Twitter and Facebook are now the mainstream platform for social interaction.","With a globalised and interconnected world today, Twitter and Facebook are now the mainstream platform for social interaction.",[]
"With just a touch away from any meida/electronic devices, one can easily interact and communicate with his friends without much hassle.","With just a touch on any media/electronic devices, one can easily interact and communicate with his friends without much hassle.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Mec'}]"
"Thus, long distance relationship or friendship can be maintain and keeping in touch with your circle of friends has been made much easier.","Thus, long distance relationships or friendships can be maintained, and keeping in touch with your circle of friends has been made much easier.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
"With the sharing of personal photos, posting of status of one's personal feeling or experience and able to reply to these posts allowed human interaction to be engage and expand with ease.","By sharing personal photos, posting statuses of one's personal feelings or experiences, and the ability to reply to these posts, social media allows human interaction to be engaging and expanding with ease.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [16], 'idx_tgt': [13], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [16, 17], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [24, 25, 26], 'corr_type': 'Others'}, {'idx_src': [29], 'idx_tgt': [31], 'corr_type': 'Vt'}, {'idx_src': [31], 'idx_tgt': [33], 'corr_type': 'Vt'}]"
Introverts or those who are shy to communicate with their friends are now able to do so in the form of words via social media platform.,"Introverts or those who are shy to communicate with their friends, are now able to do so in the form of words via social media platforms.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [26], 'corr_type': 'Nn'}]"
"Thus, socialisation can occur seamlessly and effectively with the utilisation of such social media platforms.Meet-ups and appointments are no longer a barrier for humans to contact and communicate with one another, making human interaction possible at one's own convenience.","Thus, socialisation can occur seamlessly and effectively with the utilisation of such social media platforms. Meet-ups and appointments are no longer a barrier for humans to contact and communicate with one another, making human interaction possible at one's own convenience.","[{'idx_src': [15], 'idx_tgt': [15, 16, 17], 'corr_type': 'Mec'}]"
The society will adapt to such phenomenon as physical interaction are transformed into cyber interaction.,Society will adapt to such phenomenon as physical interaction is transformed into cyber interaction.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'SVA'}]"
"With the frequent usage and reliance of the social media and the Internet, a society that socialises through the cyber will be more advance and adapted to the highly connected world.","With the frequent usage and reliance of social media and the internet, a society that socialises virtually will be more advanced and adapted to the highly connected world.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'WOadv'}, {'idx_src': [18, 19, 20], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [24], 'idx_tgt': [21], 'corr_type': 'Vform'}]"
This will greatly help a society to progress rapidly.,This will greatly help a society to progress rapidly.,[]
Disadvantages: One of the main concerns of using social media platform to communicate is credibility.,Disadvantages: One of the main concerns of using social media platforms to communicate is credibility.,"[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"The certainty of what is being shared or expressed could not be proven physically as media limits this physical interaction, except when using a webcam to chat.","The certainty of what is being shared or expressed could not be proven physically, as the media limits this physical interaction, except when using a webcam to chat.","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}]"
We can not be certain for sure the reliabilty or truth of some posts or information we received through the Inetrnet.,We can not be certain as to the reliabilty or truth of some posts or information we receive through the internet.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Trans'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Vt'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Wform'}]"
"We may in actual fact communicating with a hoax Facebook acccount of a cyber friend, which we assume to be real but in reality, it is a fake account.","We may in actual fact be communicating with a hoax Facebook acccount of a cyber friend, which we assume to be real, but in reality it is a fake account.","[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'V0'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Mec'}]"
Photos and informations retrieved from their profile page may be fabricated to suit certain personal agenda.,Photos and information retrieved from their profile page may be fabricated to suit certain personal agenda.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Nn'}]"
"Thus, the lack of face-to-face human contact through social media restricts actual interaction which can be stimulated through the media.","Thus, the lack of face-to-face human contact through social media restricts actual interaction. which can be stimulated through the media","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Mec'}]"
"Although emocons can be used to show certain emotion, this differs from the real authentic emotion of your friends when you observed them through their body language and their facial expression.","Although emoticons can be used to show certain emotion, this differs from the real authentic emotion of your friends when you observe them through their body language and their facial expression.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vt'}]"
The danger of such media socialisation is the uncertainty of such communication due to lack of physical interaction.,The danger of such media socialisation is therefore the uncertainty of such communication due to lack of physical interaction.,"[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Trans'}]"
"Furthermore, this lack of physical interaction has affected human inter-personal behaviour since communication is made through social media instead of meet-ups.","Furthermore, this lack of physical interaction has affected human inter-personal behaviour since communication is made through social media instead of meet-up.","[{'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wform'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Nn'}]"
This lowers the experience of human ability to interact with one another which can adversely shape one's behaviour.,This lowers the experience of human ability to interact with one another which can adversely shape one's behaviour.,[]
The lack of exposure to real life interaction with humans with not create the confidence and skills needed for one to interact seamlessly and effectively with others.,The lack of exposure to real life interaction with humans results in the confidence and skills needed for one to interact seamlessly and effectively with others.,"[{'idx_src': [10, 11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [10, 11], 'corr_type': 'Wci'}]"
"Therefore, for an effective and efficient society, there is a need to have a balance of both social media interaction and face-to-face human interaction within its people.","Therefore, for an effective and efficient society, there is a need to have a balance of both social media interaction and face-to-face human interaction within its people.",[]
"Nowadays, people can even use their phone to read news and everyone can be the first witnesses of what is happening in the world.","Nowadays, people can even use their phone to read news, and everyone can be the first witness of what is happening in the world.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
People use Twitter to follow the artiste or celebrity they love and Facebook to see what is their friends 'recent activity.,"People use Twitter to follow the artist or celebrity they love, and Facebook to see what their friends 'recent activity is.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'WOinc'}]"
"Nevertheless, they still can use phone to do normal call and message to contact.","Nevertheless, they still can use their phone to make normal calls and to write messages to contact.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [12], 'idx_tgt': [13, 14, 15], 'corr_type': 'V0'}]"
"Not only the phone did the jobs for them, but also devices like personal computer, laptop, tablet, and many other devices which are able to connect to internet.","It is not only phones that can do the things for them, but also devices like personal computers, laptops, tablets, and many other devices which are able to connect to the internet.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2], 'corr_type': 'V0'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [4], 'idx_tgt': [5, 6, 7], 'corr_type': 'Vform'}, {'idx_src': [6], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [20], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [22], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'ArtOrDet'}]"
It is obvious to see that internet saves people's time and also connect people globally.,It is obvious to see that the internet saves people's time and also connects people globally.,"[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
Several arguments have been made regarding the social media actually have some inevitable disadvantages to people.,Several arguments have been made regarding how social media actually has some inevitable disadvantages for people.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Trans'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'SVA'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Prep'}]"
People can only use electical devices to access internet.,People can only use electrical devices to access the internet.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}]"
"Whenever they need to use social media, they have to use a phone or internet.","Whenever they need to use social media, they have to use a phone or the internet.","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}]"
Generally people need they eyes to look at the display screen of their phone or computer and fingers to manipulate the corresponding device.,"Generally people need their eyes to look at the display screen of their phone or computer, and their fingers to manipulate the corresponding device.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Pform'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Pref'}]"
"As a result, they will lose eyes to contact and hands to express their feeling to people nearby them, which means they have lost the tools they need for face-to-face contact communicating.","As a result, they will lose eyes to contact and hands to express their feelings to people nearby, which means they have lost the tools they need for face-to-face communicating.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
This can be easily seen in restaurants or cafes nowadays.,This can be easily seen in restaurants or cafes nowadays.,[]
"A family of four having dinners in a restaurant without any chatting, because their holding and looking at their display screen with one hand when the other hand is holding a fork.","A family of four have dinner in a restaurant without any chatting, because they're holding and looking at their display screen with one hand, when the other hand is holding a fork.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Vt'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14, 15], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}]"
"A group of friends having high tea in a caf é without chatting as well, because they do not know what to talk but pressing on their display screen.","A group of friends have high tea in a caf é without chatting as well, because they do not know what to talk about without pressing on their display screen.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Wci'}, {'idx_src': [24], 'idx_tgt': [25], 'corr_type': 'Trans'}]"
"The children nowadays do not know what is neighbourhood games and who is staying beside them, all they know is pressing icons on the screens.","Children nowadays do not know what neighbourhood games are or who is staying beside them, all they know is pressing icons on the screens.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'WOinc'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Trans'}]"
These are some concrete examples of how the socia media reduce face-to-face human contact.,These are some concrete examples of how social media reduces face-to-face human contact.,"[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'SVA'}]"
"When people get use of using socia media to contact other people, what will happen is that their interpersonal communicating skills will degrade and lost eventually.","When people get used to using social media to contact other people, what will happen is that their interpersonal communicating skills will degrade and get lost eventually.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vform'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'V0'}]"
"Firstly, they have lost the courage to meet strangers, not even the courage to talk.","Firstly, they will lose the courage to meet strangers, not even lose the courage to talk.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vt'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'V0'}]"
"Also, they will not have enough experience to communicate with people in face and not be trained in their conversation skills.","Also, they will not have enough experience to communicate with people in person, and not be trained in their conversation skills.","[{'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Wci'}]"
"As a result, social media helps them do the jobs but indirectly affects their interpersonal skills.","As a result, social media helps them do things, but indirectly affects their interpersonal skills.","[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [9, 10], 'corr_type': 'Wci'}]"
Social media does have some other advantages beside their general benefits to human being.,Social media does have some other advantages besides its general benefits to human beings.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}]"
"First of all, people saves money by using internet to contact other people and reading news.","First of all, people save money by using the internet to contact other people and to read the news.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [16, 17], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}]"
A father may be able to make a call to his daughter who is in other country via socia media software instead of making international call which costs a lot to normal salary family.,"A father may be able to make a call to his daughter who is in another country via social media software, instead of making international calls which cost a lot for a normal family.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [26], 'corr_type': 'Nn'}, {'idx_src': [27], 'idx_tgt': [28], 'corr_type': 'SVA'}, {'idx_src': [30], 'idx_tgt': [31], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [32], 'corr_type': 'ArtOrDet'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
He can even talk to her daughter face-to-face using video call via internet.,He can even talk to his daughter face-to-face using video call via the internet.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}]"
"Secondly, people makes friends all over the world and able to update their friends his recent activity easily.","Secondly, people make friends all over the world and are able to update their friends on recent activity easily.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'V0'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Prep'}]"
A guy who is going travel for months can easily tell all of his friends about his activity.,A guy who is going travelling for months can easily tell all of his friends about his activity.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Vt'}]"
"When one of his friends who is not aware of this has failed to contact him via telephone calls, he might be able to get his whereabout using social media.","When one of his friends who is not aware of this has failed to contact him via telephone calls, he might be able to get his whereabouts using social media.","[{'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'Nn'}]"
These are the advantages that save works most of the time.,These are the advantages that save work most of the time.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}]"
"In conclude, socia media benefits people in several ways but in the same time harms people.","In conclusion, social media benefits people in several ways, but at the same time harms people.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Prep'}]"
People should avoid the misuse of socia media and use it in the proper way.,People should avoid the misuse of social media and use it in the proper way.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}]"
"With the aids of social media, people bonds globally, information flows rapidly, and human lives happily.","With the aid of social media, people bond globally, information flows rapidly, and humans live happily.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'SVA'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'SVA'}]"
All of us are living in the technology realm society.,All of us are living in the technological realm of society.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Prep'}]"
Have you ever wondered why we use these tools to connect ourselves with other people?,Have you ever wondered why we use these tools to connect ourselves with other people?,[]
It started withthe invention of technology which has evolved tremendously over the past few decades.,"It started with the invention of technology, which has evolved tremendously over the past few decades.","[{'idx_src': [2], 'idx_tgt': [2, 3], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}]"
"In the past, we travel by ship and now we can use airplane to do so.","In the past, we travelled by ship and now, we can use airplane to do so too.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Sfrag'}]"
"In the past, it took a few days to receive a message as we need to post our letter and now, we can use e-mail which stands for electronic message to send messages to our friends or even use our handphone to send our messages.","In the past, it took a few days to receive a message as we needed to post our letter and now, we can use e-mail(which stands for electronic message) to send messages to our friends, or even use our mobile phone to send our messages.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [40], 'corr_type': 'Mec'}, {'idx_src': [42], 'idx_tgt': [45, 46], 'corr_type': 'Wci'}]"
From the example that I have mentioned earlier we can see that distance between us and our loved one are getting further apart.,From the example that I have mentioned earlier we can see that distance between us and our loved ones is getting further apart.,"[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'SVA'}]"
"This is because by the ease of technology such as airplane, some of our friends might be going overseas to continue their studies or even you are away from your family to pursue your studies or even careers in life.","Through the ease of technology such as airplane, some of our friends might be going overseas to continue their studies, or even you are away from your family to pursue your studies or even careers in life.","[{'idx_src': [0, 1, 2], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [3], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}]"
"Thus, this makes Twitter and Facebook become one of the medium that we need.","Thus, this makes Twitter and Facebook become one of the mediums that we need.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"Nevertheless,everything in life has positive and negative effects.","Nevertheless, everything in life has positive and negative effects.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2], 'corr_type': 'Mec'}]"
This is applicable to these social media sites.,This is applicable to these social media sites.,[]
The next two paragraphs will be discussing about the advantages and disadvantages of using social media in our society.,The next two paragraphs will discuss the advantages and disadvantages of using social media in our society.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Vt'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Vt'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"With the help of social media tools, we can stay in contact and keep ourselves up to date with our family and friends even though we are away from them.","With the help of social media tools, we can stay in contact and keep ourselves up to date with our family and friends even though we are away from them.",[]
Social media sites such as Facebook has allow us to share our pictures or even chat online with our parents while we are overseas.,"Social media sites such as Facebook have allowed us to share our pictures, or even chat online with our parents while we are overseas.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}]"
This approaches help the parents to communicate with their children and know what kind of activities that their children have when they are overseas.,This approach helps parents to communicate with their children and know what kind of activities their children have when they are overseas.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The social media is beneficial as it connect you and your loved one even though you are separated by the distance.,"The social media is beneficial as it connects you and your loved ones, even though you are separated by distance.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'SVA'}, {'idx_src': [12], 'idx_tgt': [12, 13], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
It might not be able to replace the joy that you have when you are with your family but it could help to reduce the sadness of being away from your family.,"It might not be able to replace the joy that you have when you are with your family, but it could help to reduce the sadness of being away from your family.","[{'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"As I mentioned in the beginning, there is also disadvantages of social media tools.","As I mentioned at the beginning, there are also disadvantages of social media tools.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'SVA'}]"
One of them is that it reduce the level of concentration especially among the youngsters.,"One of them is that it reduces the level of concentration, especially among youngsters.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
This is because it is part of everyone's habit to check their facebook's page as their friends will post something new every second.,This is because it is part of everyone's habits to check their Facebook page as their friends will post something new every second.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [13, 14], 'idx_tgt': [13], 'corr_type': 'Npos'}]"
"Thus, you can see that some students will browse facebook while attending lectures.","Thus, you can see that some students will browse Facebook while attending lectures.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
This means that the students are not concetrating when they supposed to do so.,This means that the students are not concetrating when they are supposed to do so.,"[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'V0'}]"
"As a result, it could affect their lives and studies.","As a result, it could affect their lives and studies.",[]
This will then could lead to stress as these students are not able to cope with their studies because they were distracted.,"This could then lead to stress, as these students are not able to cope with their studies because they were distracted.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vm'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Vm'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}]"
"In my opinion, every individual has to take responsibility of their own lives by making a right decision.","In my opinion, every individual has to take responsibility of their own lives by making the right decision.","[{'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}]"
"There are advantages and disadvantages in using social media sites, however in this case striking balance between social media and lives is the most important thing to do.","There are advantages and disadvantages of using social media sites. However, in this case, striking balance between social media and life is the most important thing to do.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Srun'}, {'idx_src': [11], 'idx_tgt': [11, 12], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'Nn'}]"
"Nowadays, the use of the sociall media platforms is a commonplace in our lives.","Nowadays, the use of the social media platforms is commonplace in our lives.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
