Before Statements,After Statements,Error Correction
A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,A Carrier of a Known Genetic Risk Should be Obligated to Tell His or Her Relatives,[]
More and more illness are discovered to be related to some genes with the development of the medical technology.,More and more illnesses have been discovered to be related to some genes with the development of medical technology.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [4], 'idx_tgt': [4, 5], 'corr_type': 'Vt'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
People will know about whether they carry a disease on their genes after they have done the genetic test.,People will know if they carry a disease on their genes after they have done the genetic test.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"If there is no problem, that will be wonderful.","If there is no problem, that will be wonderful.",[]
"However, not everybody is so lucky that they can make sure they do not carry any disease genes.","However, not everybody is so lucky that they can make sure they do not carry any disease-carrying genes.","[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wci'}]"
"Therefore, once people find they have carried the disease genes, they should be responsible to tell their relatives, at least their family members.","Therefore, once people find they have carried the disease-carrying genes, they should be responsible for telling their relatives, at least their family members.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Vform'}]"
It may be awkward and embarrassed for a person to tell relatives that he or she is a carrier of a known genetic risk.,It may be awkward and embarrassing for a person to tell relatives that they are a carrier of a known genetic risk.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Spar'}, {'idx_src': [13, 14, 15], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
"But they are all from one family and own the same forefather, then of course they own the same genes in some part.","But if they are all from one family and have the same forefather, then of course they own the same genes in some part.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wci'}]"
Therefore there is nothing to be shy for or be afraid of.,"Therefore, there is nothing to be shy or afraid of.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"If the person tell their relatives that he or she carries a disease gene, his or her relatives can go to hospital to check whether they also get a disease gene.","If the person tells their relatives that they carries a disease on a gene, their relatives can go to hospital to check whether they also carry the disease.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [15, 16, 17], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [28], 'idx_tgt': [26], 'corr_type': 'Wci'}, {'idx_src': [29], 'idx_tgt': [27], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Then the relatives can prepare themselves to prevent the disease to occur.,Then the relatives can prepare themselves to prevent the disease occurring.,"[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Vform'}]"
Also they can prevent the disease going to their offspring.,They can also prevent the disease going to their offspring.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [2], 'corr_type': 'WOadv'}]"
"If the relatives carry that disease gene, they can share the experience with him or her and give some help, they will also teach him or her how to communicate with others about this issue.","If the relatives carry that disease, they can share the experience with them and give some help. They will also teach them how to communicate with others about this issue.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [14, 15, 16], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [21], 'idx_tgt': [18], 'corr_type': 'Srun'}, {'idx_src': [22], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [26, 27, 28], 'idx_tgt': [23], 'corr_type': 'Pref'}]"
"If he or her not get married, he or she must tell his or her partner that he carries disease gene.","If they get married, they must tell their partner that they carry the disease,","[{'idx_src': [1, 2, 3], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [8, 9, 10], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [13, 14, 15], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [12, 13], 'corr_type': 'SVA'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [22], 'idx_tgt': [15], 'corr_type': 'Mec'}]"
Then they can have a healthy baby with the help of the doctors.,so they can have a healthy baby with the help of the doctors.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Trans'}]"
"Or else, if he holds back the genetic risk, they may have a unhealthy baby and may cause the death of the baby or end of their marriage.","Or else, if they hold back information about genetic risk, they may have a unhealthy baby which may cause the death of the baby or the end of their marriage.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Pref'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Others'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'ArtOrDet'}]"
There is a story I watched on TV.,There was a story I watched on television.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wa'}]"
"A couple did not have a child after their marriage for a long time, their parents were anxious about that and asked them to go to hospital to check what was the problem.","A couple did not have a child after their marriage for a long time, and their parents were anxious about that and asked them to go to hospital to check what the problem was.","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Trans'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'WOinc'}]"
"After came back from the hospital, the man told his parents that the problem was that he carried a disease gene so that they can not have a baby in their life time.","After they came back from the hospital, the man told his parents that the problem was that he carried a disease on a gene so that they could not have a baby in their lifetime.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'ArtOrDet'}, {'idx_src': [25], 'idx_tgt': [28], 'corr_type': 'Vt'}, {'idx_src': [32], 'idx_tgt': [35], 'corr_type': 'Mec'}, {'idx_src': [33], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"The woman did not know the test result, but she overheard the talk and decided to divorce with her husband.","The woman did not know the test result, but she overheard the talk and decided to divorce her husband.","[{'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"After got the divorce certificate, the man showed her the test report; it wrote that the woman carried the disease gene instead of the man.","After he got the divorce certificate, the man showed her the test report; it said that the woman carried the diseased gene instead of the man.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Others'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'Wform'}]"
"At that time, the woman known how much her husband loved her but she ruined her happiness.","At that time, the woman knew how much her husband loved her but she ruined her happiness.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vform'}]"
Tears showed nothing.,Tears showed nothing.,[]
"People can not avoid carrying the disease genes, which they born with.",People can not avoid carrying the disease which they were born with.,"[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'V0'}]"
"However, they can avoid the disease genes being inhered to their children.","However, they can avoid the genes being passed on to their children.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [8, 9], 'corr_type': 'Wci'}]"
"By telling their relatives that they may have a risk of carrying the disease gene can make their family members bond closely, also many risks and conflicts can be avoided.","By telling their relatives that they may have a risk of carrying the disease, they can make their family members bond closely, and also many risks and conflicts can be avoided.","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Trans'}]"
Genetic testing has become a beneficial way to predict and protect each individual at risk for a disorder.,Genetic testing has become a beneficial way to predict disease occurence and protect each individual at risk for a disorder.,"[{'idx_src': [], 'idx_tgt': [9, 10], 'corr_type': 'Wci'}]"
"However, there rises a family-related ethical dilemma if it is right to tell a carrier's family once the test has been conducted and the results are known.","However, there arises a family-related ethical dilemma with regards to whether or not it is right to tell a carrier's family once the test has been conducted and the results are known.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8, 9, 10, 11, 12, 13], 'corr_type': 'Others'}]"
I am most inclined to believe that his or her relatives have the rights to know the result.,I am most inclined to believe that their relatives have the right to know the result.,"[{'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"The answer is simply that everyone, especially our family, has the right to know the truth.","The answer is simply that everyone, especially our family, has the right to know the truth.",[]
"Though it is said that genetic testing involves emotional and social risks due to the test results, while the potential negative impacts of the risk still exist, the consequence will be significant if other members of his or her family do not know.","Though it is said that genetic testing involves emotional and social risks due to the test results, while the potential negative impacts of the risk still exist, the conequences will be significant if other members of their family do not know.","[{'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Nn'}, {'idx_src': [38, 39, 40], 'idx_tgt': [38], 'corr_type': 'Pref'}]"
Then they are unable to have a suitable method to protect themselves and emotional preparations.,"If this is the case, they are unable to have a suitable method of protecting themselves and preparing emotionally.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2, 3, 4, 5], 'corr_type': 'Trans'}, {'idx_src': [9], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [15], 'corr_type': 'Vform'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [14], 'idx_tgt': [18, 19], 'corr_type': 'Spar'}]"
"Taking Angeline Jolie for example, she is famous but she still revealed the truth about her genetic testing on the development of her breast cancer risk.",Taking Angeline Jolie as an example-she is famous but she still revealed the truth about her genetic testing with the development of her breast cancer risk.,"[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Prep'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'Prep'}]"
Everything is not that bad if you know how to look at the bright side with hope.,Nothing is that bad if you know how to look at the bright side with hope.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wci'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"People may feel angry, depressed, or even guilty about their results.","People may feel angry, depressed, or even guilty about their results.",[]
"In some cases, a carrier can suffer tension within a family because the result is also related to the others 'risk somehow.","In some cases, a carrier can suffer tension within a family because the result is also related to the others 'risk somehow.",[]
"However, I believe it is just a usual reaction to this situation.","However, I believe it is just a normal reaction to this situation.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}]"
"In addition, though it can be possible in some cases that he or she and the family can undergo specific discrimination in employment and their social life, how people can face more dramatic tragedy such as sickness or death if they can not even overcome this harsh situation.","In addition, although it can be possible in some cases that the carrier and the family can undergo specific discrimination in employment and their social life, how can people face more dramatic tragedy, such as sickness or death, if they can not even overcome this harsh situation?","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [12, 13, 14], 'idx_tgt': [12, 13], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [29], 'corr_type': 'WOinc'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [35], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [41], 'corr_type': 'Mec'}, {'idx_src': [50], 'idx_tgt': [51], 'corr_type': 'Mec'}]"
Life is hard but people can not blame it on being unfair.,"Life is hard, but people can not blame it for being unfair.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Prep'}]"
It is just because that you do not become strong enough to overcome the hard time.,It is just that you do not become strong enough to overcome the hard times.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
"Furthermore, living with a secret is not a good sensation, especially if the situations of other relatives become worse, you should feel guilty and depressed.","Furthermore, living with a secret is not a good sensation, especially if the situations of other relatives become worse; you should feel guilty and depressed.","[{'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Mec'}]"
"Moreover, the truth can not be hidden forever but when it is revealed, more shocking and upset it will be.","Moreover, the truth can not be hidden forever but when it is revealed, it will be more shocking and upsetting.","[{'idx_src': [], 'idx_tgt': [15, 16, 17], 'corr_type': 'WOinc'}, {'idx_src': [18], 'idx_tgt': [21], 'corr_type': 'Spar'}, {'idx_src': [19, 20, 21], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
"As the result, it is in the interests of the carriers and their relatives, telling the genetic testing result is needed.","As a result, it is in the interests of the carriers and their relatives to discuss the genetic test result.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [15, 16], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Wform'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Last but not least, though genetic testing is a personal matter, telling the result to your family can improve and develop understanding and sympathy of each other as well as promoting awareness of taking care of everyone's health.","Last but not least, though genetic testing is a personal matter, telling the result to your family can improve and develop understanding and sympathy towards each other as well as promoting awareness of taking care of everyone's health.","[{'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'Prep'}]"
That plays an important role in the possibility that relatives can overcome the discrimination of the society and anxiety about the risks.,That plays an important role in the possibility of relatives overcoming the discrimination of society and anxiety about the risks.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Vform'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"To put it in the nutshell, I believe that people should have the obligation to tell their relatives about the genetic testing result for the good of their health.","To put it in a nutshell, I believe that people should have the obligation to tell their relatives about the genetic test result for the good of their health.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Wform'}]"
It can be very difficult for them but necessary for the carriers and their family.,"It can be very difficult for them, but necessary for the carriers and their family.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}]"
"In addition, emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and if necessary to guide them if he/she wish to conduct a similar genetic testing.","In addition, emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives, and if necessary guide them if he/ wish to conduct a similar genetic test.","[{'idx_src': [], 'idx_tgt': [29], 'corr_type': 'Mec'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [36], 'idx_tgt': [36], 'corr_type': 'Pref'}, {'idx_src': [36], 'idx_tgt': [36], 'corr_type': 'Pref'}, {'idx_src': [43], 'idx_tgt': [43], 'corr_type': 'Wform'}]"
The Impact Of Social Media,The Impact Of Social Media,[]
Social media has been playing a vital important role in our lives today.,Social media is playing a vital important role in our lives today.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vt'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
It is almost imposible for us to keep way from it.,It is almost impossible for us to keep away from it.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"I started invoving into Facebook one years ago,when I just arrived singapore.","I joined Facebook one year ago, when I had just arrived in Singapore.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [2], 'idx_tgt': [1], 'corr_type': 'Wci'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [5, 6, 7], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'V0'}, {'idx_src': [11], 'idx_tgt': [12, 13], 'corr_type': 'Prep'}]"
And now I got over 500 friends on Facebook and buried myself with hundrends of seeds every day.,And now I have over 500 friends on Facebook and bury myself with hundreds of seeds every day.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Vt'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Mec'}]"
"We know each others 'status, changements and so on through the social media.","We know each others 'statuses, changes and so on through social media.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"For an example, if we change our contact numbers, we will not send SMS to each of individual any longer.","For example, if we change our contact numbers, we will not send short messages to each individual any longer.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [14, 15], 'corr_type': 'Wa'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"Instead, we will post a seed and tag our friends to inform this kind of changments.","Instead, we will post a seed and tag our friends to inform them of this kind of change.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"And if you are not on it, you will just get lost.","And if you are not on it, you will just get lost.",[]
"In certain aspects, social media has brought us quite a lot of convenience.","In certain aspects, social media has brought us quite a lot of convenience.",[]
It is becoming even more convinient than talking throught the phone since it is free.,"It is becoming even more convenient than talking through the phone, since it is free.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
We discuss every thing we like and we have more personal space.Our friends also got more access to know what we are doing and what we like.,We discuss everything we like and we have more personal space. Our friends also have more access to what we are doing and what we like.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [11], 'idx_tgt': [10, 11, 12], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"And also, we get a chance to talk to public people like popular stars and know their life better.","Also, we get a chance to talk to public people like popular stars and know their life better.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
"In China, a lot of government organizations have open blogs to communicate with people, like firefighters, police stations and so on.","In China, a lot of government organizations have open blogs to communicate with people like firefighters, police officers and so on.","[{'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Wci'}]"
Socia media allows them to explain to or inform people what is going on.,"Socia media allows them to explain to or inform people what is going on,","[{'idx_src': [13, 14], 'idx_tgt': [13], 'corr_type': 'Mec'}]"
And actually lots of rescuing jobs are done with the help of social media like looking for people get lost and so on.,"and actually lots of rescuing jobs are done with the help of social media, like looking for people who get lost and so on.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Others'}]"
"With more convinient and humanian communications, the relationship between government and people get largely improved.","With more convenient human communication, the relationship between government and people can be greatly improved.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [4], 'idx_tgt': [3], 'corr_type': 'Wform'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [13], 'idx_tgt': [12, 13], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wci'}]"
"What's more, various of cultures can be shown to us through social medias.","What's more, various cultures can be shown to us through social media.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Nn'}]"
We can know more news and cultures through socia medias.,We can know about more news and cultures through social media.,"[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Nn'}]"
"From this scope, social media has shorten our distance.","From this scope, social media has shortened the distance between us.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vt'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [10, 11], 'corr_type': 'Others'}]"
"However, we get less chance and less importance to talk face to face since social media is so convinient, advanced and interesting.","However, we get less chance and find it less important to talk face to face, since social media is so convenient, advanced and interesting.","[{'idx_src': [], 'idx_tgt': [7, 8], 'corr_type': 'V0'}, {'idx_src': [8], 'idx_tgt': [10], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
And even we gather together more people find themselves has less topics to talk than before and choose to digging from their social media again.,"Even when we gather together, more people find themselves having less topics to talk about than before and choose to dig from their social media again.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [21], 'corr_type': 'Vform'}]"
"When we are far away, social media makes it as we are infront of each other; sometimes when we are by each others 'side, we are seem to be further than far away.","When we are far away, social media makes it as if we are infront of each other; sometimes when we are by each others 'side, we are seem to be further than far away.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"This kind of feeling makes people's relationship not as stable, secure and reliable than before.","This kind of feeling makes people's relationships not as stable, secure or reliable than before.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Trans'}]"
"Besides, there are more people shwing their pictures of yummy food or travelling experience.","Besides, there are more people showing their pictures of yummy food or travelling experiences.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
"To some extent, this makes our life more luxry and blundering.","To some extent, this makes our life more luxourious and blundering.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wform'}]"
"For myself, I am long to some places after I saw those beatiful pictures taken by my firneds.","Personally, I am longing to visit some places after I saw beautiful pictures taken by my friends.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'V0'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Mec'}]"
Sometimes I even canoot sleep well because of excitement.,Sometimes I even can not sleep well because of excitement.,"[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Mec'}]"
Social media makes our life patten so fast and left us less time to think about our life.,Social media makes our life pattern so fast and leaves us less time to think about our life.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vt'}]"
Social media is becoming more important and we need to think more to make it serve us better and better.,Social media is becoming more important and we need to think about how to make it serve us better and better.,"[{'idx_src': [11], 'idx_tgt': [11, 12], 'corr_type': 'Wci'}]"
"Interpersonal skills, like any other skills requires practice.","Interpersonal skills, like other skills, require practice.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'SVA'}]"
"Besides that, these skills requires time to develop and adapted.","Besides that, these skills require time to develop and adapt.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Spar'}]"
"The burgeoning of social media definitely has its stint; but amongst all good things, it is better to have them in moderation.","The burgeoning of social media definitely has its function; but like all good things, it is better to have it in moderation.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Nn'}]"
Convenience and efficiency are two very important use of social media.,Convenience and efficiency are two very important benefits of social media.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}]"
"While millions of users are connect at any one time, any information can be readily available at their perusal.","While millions of users are connected at any one time, any information can be readily available at their perusal.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wform'}]"
This improves the connectivity between the users.,This improves connectivity between users.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
